axis,level,mode,period,population,metric,mean,low,high,n
implementation,0,full,late,both_reachable,joint_resolution,0.0,0.0,0.0,2
implementation,0,full,late,both_reachable,customer_user_any_resolution,0.38421052631578945,0.3684210526315789,0.4,2
implementation,0,full,late,both_reachable,customer_unresolved,0.6157894736842104,0.6,0.631578947368421,2
implementation,0,full,late,both_reachable,material_at_review,0.0,0.0,0.0,2
implementation,0,full,late,both_reachable,standardized_no_material_score,0.2427228855294295,0.2417371387386248,0.2437086323202342,2
implementation,0,full,late,both_reachable,mechanical_material_increment,0.0,0.0,0.0,2
implementation,0,full,late,both_reachable,mean_customer_merit,0.59697652989477,0.5965873502451172,0.5973657095444227,2
implementation,0,full,late,both_reachable,mean_customer_dependence,0.491167080429617,0.4875252259477114,0.4948089349115225,2
implementation,0,objective,early,all,domestic_use,0.8673054587688733,0.8536585365853658,0.8809523809523809,2
implementation,0,objective,early,all,customer_use,0.5542973286875726,0.5476190476190477,0.5609756097560976,2
implementation,0,objective,early,all,first_d,0.6141114982578397,0.5853658536585366,0.6428571428571429,2
implementation,0,objective,early,all,first_e,0.37369337979094075,0.3571428571428571,0.3902439024390244,2
implementation,0,objective,early,all,first_both,0.0,0.0,0.0,2
implementation,0,objective,early,all,neither,0.0121951219512195,0.0,0.024390243902439,2
implementation,0,objective,early,all,d_to_e,0.18060394889663176,0.1707317073170731,0.1904761904761904,2
implementation,0,objective,early,all,e_to_d,0.25319396051103366,0.238095238095238,0.2682926829268293,2
implementation,0,objective,early,all,both_use,0.43379790940766544,0.4285714285714285,0.4390243902439024,2
implementation,0,objective,early,all,resolved,0.3858885017421603,0.3571428571428571,0.4146341463414634,2
implementation,0,objective,early,all,unresolved,0.6141114982578397,0.5853658536585366,0.6428571428571429,2
implementation,0,objective,early,all,customer_route_success,0.1739130434782608,0.1739130434782608,0.1739130434782608,2
implementation,0,objective,early,all,customer_only_resolution,0.1739130434782608,0.1739130434782608,0.1739130434782608,2
implementation,0,objective,early,all,joint_resolution,0.0,0.0,0.0,2
implementation,0,objective,early,all,customer_user_any_resolution,0.2826086956521739,0.2608695652173913,0.3043478260869565,2
implementation,0,objective,early,all,customer_unresolved,0.717391304347826,0.6956521739130435,0.7391304347826086,2
implementation,0,objective,early,all,material_at_review,0.0,0.0,0.0,2
implementation,0,objective,early,all,standardized_no_material_score,0.2498056817609708,0.2468910318593067,0.2527203316626349,2
implementation,0,objective,early,all,mechanical_material_increment,0.0,0.0,0.0,2
implementation,0,objective,early,all,mean_customer_merit,0.6087503675459975,0.5831257918358266,0.6343749432561685,2
implementation,0,objective,early,all,mean_customer_dependence,0.5005254923156464,0.4915143992394996,0.5095365853917931,2
implementation,0,objective,early,both_reachable,domestic_use,0.8336397058823529,0.8235294117647058,0.84375,2
implementation,0,objective,early,both_reachable,customer_use,0.6976102941176471,0.6764705882352942,0.71875,2
implementation,0,objective,early,both_reachable,first_d,0.515625,0.5,0.53125,2
implementation,0,objective,early,both_reachable,first_e,0.46966911764705876,0.46875,0.4705882352941176,2
implementation,0,objective,early,both_reachable,first_both,0.0,0.0,0.0,2
implementation,0,objective,early,both_reachable,neither,0.01470588235294115,0.0,0.0294117647058823,2
implementation,0,objective,early,both_reachable,d_to_e,0.2279411764705882,0.2058823529411764,0.25,2
implementation,0,objective,early,both_reachable,e_to_d,0.3180147058823529,0.3125,0.3235294117647059,2
implementation,0,objective,early,both_reachable,both_use,0.5459558823529411,0.5294117647058824,0.5625,2
implementation,0,objective,early,both_reachable,resolved,0.37775735294117646,0.34375,0.4117647058823529,2
implementation,0,objective,early,both_reachable,unresolved,0.6222426470588236,0.5882352941176471,0.65625,2
implementation,0,objective,early,both_reachable,customer_route_success,0.1739130434782608,0.1739130434782608,0.1739130434782608,2
implementation,0,objective,early,both_reachable,customer_only_resolution,0.1739130434782608,0.1739130434782608,0.1739130434782608,2
implementation,0,objective,early,both_reachable,joint_resolution,0.0,0.0,0.0,2
implementation,0,objective,early,both_reachable,customer_user_any_resolution,0.2826086956521739,0.2608695652173913,0.3043478260869565,2
implementation,0,objective,early,both_reachable,customer_unresolved,0.717391304347826,0.6956521739130435,0.7391304347826086,2
implementation,0,objective,early,both_reachable,material_at_review,0.0,0.0,0.0,2
implementation,0,objective,early,both_reachable,standardized_no_material_score,0.2498056817609708,0.2468910318593067,0.2527203316626349,2
implementation,0,objective,early,both_reachable,mechanical_material_increment,0.0,0.0,0.0,2
implementation,0,objective,early,both_reachable,mean_customer_merit,0.6087503675459975,0.5831257918358266,0.6343749432561685,2
implementation,0,objective,early,both_reachable,mean_customer_dependence,0.5005254923156464,0.4915143992394996,0.5095365853917931,2
implementation,0,objective,late,all,domestic_use,0.8292358803986711,0.7441860465116279,0.9142857142857144,2
implementation,0,objective,late,all,customer_use,0.5621262458471761,0.5428571428571428,0.5813953488372093,2
implementation,0,objective,late,all,first_d,0.6102990033222591,0.5348837209302325,0.6857142857142857,2
implementation,0,objective,late,all,first_e,0.3664451827242525,0.3142857142857143,0.4186046511627907,2
implementation,0,objective,late,all,first_both,0.01162790697674415,0.0,0.0232558139534883,2
implementation,0,objective,late,all,neither,0.01162790697674415,0.0,0.0232558139534883,2
implementation,0,objective,late,all,d_to_e,0.18405315614617934,0.1395348837209302,0.2285714285714285,2
implementation,0,objective,late,all,e_to_d,0.2073089700996677,0.1860465116279069,0.2285714285714285,2
implementation,0,objective,late,all,both_use,0.4029900332225913,0.3488372093023256,0.4571428571428571,2
implementation,0,objective,late,all,resolved,0.48073089700996674,0.4186046511627907,0.5428571428571428,2
implementation,0,objective,late,all,unresolved,0.5192691029900331,0.4571428571428571,0.5813953488372093,2
implementation,0,objective,late,all,customer_route_success,0.2452631578947368,0.2105263157894736,0.28,2
implementation,0,objective,late,all,customer_only_resolution,0.2452631578947368,0.2105263157894736,0.28,2
implementation,0,objective,late,all,joint_resolution,0.0,0.0,0.0,2
implementation,0,objective,late,all,customer_user_any_resolution,0.38421052631578945,0.3684210526315789,0.4,2
implementation,0,objective,late,all,customer_unresolved,0.6157894736842104,0.6,0.631578947368421,2
implementation,0,objective,late,all,material_at_review,0.0,0.0,0.0,2
implementation,0,objective,late,all,standardized_no_material_score,0.2427228855294295,0.2417371387386248,0.2437086323202342,2
implementation,0,objective,late,all,mechanical_material_increment,0.0,0.0,0.0,2
implementation,0,objective,late,all,mean_customer_merit,0.59697652989477,0.5965873502451172,0.5973657095444227,2
implementation,0,objective,late,all,mean_customer_dependence,0.491167080429617,0.4875252259477114,0.4948089349115225,2
implementation,0,objective,late,both_reachable,domestic_use,0.8055555555555556,0.7222222222222222,0.8888888888888888,2
implementation,0,objective,late,both_reachable,customer_use,0.6990740740740741,0.6944444444444444,0.7037037037037037,2
implementation,0,objective,late,both_reachable,first_d,0.5324074074074074,0.4722222222222222,0.5925925925925926,2
implementation,0,objective,late,both_reachable,first_e,0.4537037037037037,0.4074074074074074,0.5,2
implementation,0,objective,late,both_reachable,first_both,0.01388888888888885,0.0,0.0277777777777777,2
implementation,0,objective,late,both_reachable,neither,0.0,0.0,0.0,2
implementation,0,objective,late,both_reachable,d_to_e,0.23148148148148145,0.1666666666666666,0.2962962962962963,2
implementation,0,objective,late,both_reachable,e_to_d,0.25925925925925924,0.2222222222222222,0.2962962962962963,2
implementation,0,objective,late,both_reachable,both_use,0.5046296296296297,0.4166666666666667,0.5925925925925926,2
implementation,0,objective,late,both_reachable,resolved,0.48148148148148145,0.4444444444444444,0.5185185185185185,2
implementation,0,objective,late,both_reachable,unresolved,0.5185185185185185,0.4814814814814814,0.5555555555555556,2
implementation,0,objective,late,both_reachable,customer_route_success,0.2452631578947368,0.2105263157894736,0.28,2
implementation,0,objective,late,both_reachable,customer_only_resolution,0.2452631578947368,0.2105263157894736,0.28,2
implementation,0,objective,late,both_reachable,joint_resolution,0.0,0.0,0.0,2
implementation,0,objective,late,both_reachable,customer_user_any_resolution,0.38421052631578945,0.3684210526315789,0.4,2
implementation,0,objective,late,both_reachable,customer_unresolved,0.6157894736842104,0.6,0.631578947368421,2
implementation,0,objective,late,both_reachable,material_at_review,0.0,0.0,0.0,2
implementation,0,objective,late,both_reachable,standardized_no_material_score,0.2427228855294295,0.2417371387386248,0.2437086323202342,2
implementation,0,objective,late,both_reachable,mechanical_material_increment,0.0,0.0,0.0,2
implementation,0,objective,late,both_reachable,mean_customer_merit,0.59697652989477,0.5965873502451172,0.5973657095444227,2
implementation,0,objective,late,both_reachable,mean_customer_dependence,0.491167080429617,0.4875252259477114,0.4948089349115225,2
implementation,1,disabled,early,all,domestic_use,0.8673054587688733,0.8536585365853658,0.8809523809523809,2
implementation,1,disabled,early,all,customer_use,0.5664924506387921,0.5476190476190477,0.5853658536585366,2
implementation,1,disabled,early,all,first_d,0.6141114982578397,0.5853658536585366,0.6428571428571429,2
implementation,1,disabled,early,all,first_e,0.3858885017421603,0.3571428571428571,0.4146341463414634,2
implementation,1,disabled,early,all,first_both,0.0,0.0,0.0,2
implementation,1,disabled,early,all,neither,0.0,0.0,0.0,2
implementation,1,disabled,early,all,d_to_e,0.18060394889663176,0.1707317073170731,0.1904761904761904,2
implementation,1,disabled,early,all,e_to_d,0.25319396051103366,0.238095238095238,0.2682926829268293,2
implementation,1,disabled,early,all,both_use,0.43379790940766544,0.4285714285714285,0.4390243902439024,2
implementation,1,disabled,early,all,resolved,0.40969802555168405,0.4047619047619047,0.4146341463414634,2
implementation,1,disabled,early,all,unresolved,0.5903019744483159,0.5853658536585366,0.5952380952380952,2
implementation,1,disabled,early,all,customer_route_success,0.1702898550724637,0.1666666666666666,0.1739130434782608,2
implementation,1,disabled,early,all,customer_only_resolution,0.1702898550724637,0.1666666666666666,0.1739130434782608,2
implementation,1,disabled,early,all,joint_resolution,0.0,0.0,0.0,2
implementation,1,disabled,early,all,customer_user_any_resolution,0.3405797101449275,0.3333333333333333,0.3478260869565217,2
implementation,1,disabled,early,all,customer_unresolved,0.6594202898550725,0.6521739130434783,0.6666666666666666,2
implementation,1,disabled,early,all,material_at_review,0.0,0.0,0.0,2
implementation,1,disabled,early,all,standardized_no_material_score,0.24766019854507085,0.2468910318593067,0.248429365230835,2
implementation,1,disabled,early,all,mechanical_material_increment,0.0,0.0,0.0,2
implementation,1,disabled,early,all,mean_customer_merit,0.5999811609557,0.5831257918358266,0.6168365300755734,2
implementation,1,disabled,early,all,mean_customer_dependence,0.5000861433772941,0.490635701362795,0.5095365853917931,2
implementation,1,disabled,early,both_reachable,domestic_use,0.8336397058823529,0.8235294117647058,0.84375,2
implementation,1,disabled,early,both_reachable,customer_use,0.7123161764705883,0.7058823529411765,0.71875,2
implementation,1,disabled,early,both_reachable,first_d,0.515625,0.5,0.53125,2
implementation,1,disabled,early,both_reachable,first_e,0.484375,0.46875,0.5,2
implementation,1,disabled,early,both_reachable,first_both,0.0,0.0,0.0,2
implementation,1,disabled,early,both_reachable,neither,0.0,0.0,0.0,2
implementation,1,disabled,early,both_reachable,d_to_e,0.2279411764705882,0.2058823529411764,0.25,2
implementation,1,disabled,early,both_reachable,e_to_d,0.3180147058823529,0.3125,0.3235294117647059,2
implementation,1,disabled,early,both_reachable,both_use,0.5459558823529411,0.5294117647058824,0.5625,2
implementation,1,disabled,early,both_reachable,resolved,0.40900735294117646,0.40625,0.4117647058823529,2
implementation,1,disabled,early,both_reachable,unresolved,0.5909926470588236,0.5882352941176471,0.59375,2
implementation,1,disabled,early,both_reachable,customer_route_success,0.1702898550724637,0.1666666666666666,0.1739130434782608,2
implementation,1,disabled,early,both_reachable,customer_only_resolution,0.1702898550724637,0.1666666666666666,0.1739130434782608,2
implementation,1,disabled,early,both_reachable,joint_resolution,0.0,0.0,0.0,2
implementation,1,disabled,early,both_reachable,customer_user_any_resolution,0.3405797101449275,0.3333333333333333,0.3478260869565217,2
implementation,1,disabled,early,both_reachable,customer_unresolved,0.6594202898550725,0.6521739130434783,0.6666666666666666,2
implementation,1,disabled,early,both_reachable,material_at_review,0.0,0.0,0.0,2
implementation,1,disabled,early,both_reachable,standardized_no_material_score,0.24766019854507085,0.2468910318593067,0.248429365230835,2
implementation,1,disabled,early,both_reachable,mechanical_material_increment,0.0,0.0,0.0,2
implementation,1,disabled,early,both_reachable,mean_customer_merit,0.5999811609557,0.5831257918358266,0.6168365300755734,2
implementation,1,disabled,early,both_reachable,mean_customer_dependence,0.5000861433772941,0.490635701362795,0.5095365853917931,2
implementation,1,disabled,late,all,domestic_use,0.772093023255814,0.7441860465116279,0.8,2
implementation,1,disabled,late,all,customer_use,0.604983388704319,0.5813953488372093,0.6285714285714286,2
implementation,1,disabled,late,all,first_d,0.5531561461794019,0.5348837209302325,0.5714285714285714,2
implementation,1,disabled,late,all,first_e,0.40930232558139534,0.4,0.4186046511627907,2
implementation,1,disabled,late,all,first_both,0.01162790697674415,0.0,0.0232558139534883,2
implementation,1,disabled,late,all,neither,0.0259136212624584,0.0232558139534883,0.0285714285714285,2
