case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed
91:0,91,5,0,0,10.0,0.0,12.0,2.0,12.0,2.0,13.0,3.0,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.4788570711031347,True,0.506188904761806,13.0,3.0,remedy_supported,13.0,13.0,13.0,13.0
101:0,101,1,0,0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6530162742182607,True,0.5994915417836008,3.0,7.0,no_remedy,,,49.0,49.0
102:0,102,3,0,0,0.0,,3.0,,3.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.22262950080139038,False,0.40760183202748823,3.0,,no_remedy,,,49.0,49.0
106:0,106,5,0,0,0.0,,3.0,,3.0,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.9872708237055297,False,0.506188904761806,4.0,,remedy_supported,4.0,4.0,4.0,4.0
107:0,107,0,0,0,0.0,,3.0,,3.0,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.9241244578930374,False,0.47042565019858995,4.0,,remedy_supported,4.0,4.0,4.0,4.0
108:0,108,4,0,0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.28682579742600656,True,0.4162920712285151,3.0,7.0,no_remedy,,,49.0,49.0
117:0,117,2,0,0,0.0,4.0,3.0,6.0,3.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4520993418102399,True,0.6,3.0,6.0,no_remedy,,,49.0,49.0
118:0,118,0,0,0,0.0,4.0,3.0,6.0,,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3424592674749437,True,0.47042565019858995,3.0,7.0,no_remedy,,,49.0,49.0
28:1,28,3,1,1,1.0,1.0,3.0,3.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.22835297104433946,True,0.40760183202748823,3.0,3.0,no_remedy,,,48.0,48.0
50:1,50,5,1,1,5.0,1.0,7.0,3.0,7.0,3.0,,4.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9418125466328746,True,0.506188904761806,7.0,4.0,no_remedy,,,48.0,48.0
116:1,116,4,1,1,6.0,1.0,8.0,3.0,8.0,3.0,9.0,4.0,successful,closed_unresolved,9.0,d,1.0,e,resolved,0.9647053586128016,True,0.4162920712285151,9.0,4.0,remedy_supported,9.0,8.0,8.0,8.0
10:2,10,1,2,2,,2.0,,4.0,,4.0,,5.0,unused,successful,5.0,e,1.0,e,resolved,0.6438525166688605,True,0.5994915417836008,,5.0,,,3.0,3.0,3.0
34:2,34,3,2,2,2.0,5.0,4.0,7.0,4.0,7.0,,8.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9079413162717889,True,0.40760183202748823,4.0,8.0,no_remedy,,,47.0,47.0
43:2,43,0,2,2,2.0,,4.0,,4.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5356835375439908,False,0.47042565019858995,4.0,,no_remedy,,,47.0,47.0
84:2,84,2,2,2,10.0,2.0,12.0,4.0,,,13.0,,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.7022024622047291,True,0.6,13.0,4.0,remedy_supported,13.0,11.0,11.0,11.0
23:4,23,4,4,4,8.0,4.0,10.0,6.0,,6.0,11.0,7.0,successful,closed_unresolved,11.0,d,1.0,e,resolved,0.2253373885113172,True,0.4162920712285151,11.0,7.0,remedy_supported,11.0,7.0,7.0,7.0
74:4,74,1,4,4,,4.0,,6.0,,6.0,,7.0,unused,successful,7.0,e,1.0,e,resolved,0.9778686565608727,True,0.5994915417836008,,7.0,,,3.0,3.0,3.0
80:4,80,1,4,4,4.0,8.0,6.0,10.0,6.0,,7.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6654909762552222,True,0.5994915417836008,7.0,10.0,remedy_supported,7.0,,45.0,45.0
57:5,57,3,5,5,5.0,,7.0,,7.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5835548832989768,False,0.40760183202748823,7.0,,no_remedy,,,44.0,44.0
83:5,83,5,5,5,5.0,8.0,7.0,10.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5415892646915648,True,0.506188904761806,7.0,10.0,no_remedy,,,44.0,44.0
85:5,85,2,5,5,5.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.31254583059964214,True,0.6,8.0,,remedy_supported,8.0,3.0,3.0,3.0
48:6,48,0,6,6,6.0,9.0,8.0,11.0,8.0,11.0,,12.0,closed_unresolved,successful,12.0,e,1.0,d,resolved,0.7100312980383814,True,0.47042565019858995,8.0,12.0,no_remedy,,6.0,6.0,6.0
71:6,71,0,6,6,6.0,9.0,8.0,11.0,,11.0,,12.0,closed_unresolved,successful,12.0,e,1.0,d,resolved,0.5421108680144316,True,0.47042565019858995,8.0,12.0,no_remedy,,6.0,6.0,6.0
3:7,3,4,7,7,7.0,10.0,9.0,12.0,,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.21223919630908938,True,0.4162920712285151,9.0,13.0,no_remedy,,6.0,6.0,6.0
40:7,40,3,7,7,10.0,7.0,12.0,9.0,,9.0,13.0,10.0,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.4331345245406891,True,0.40760183202748823,13.0,10.0,remedy_supported,13.0,6.0,6.0,6.0
64:7,64,1,7,7,7.0,10.0,9.0,12.0,9.0,12.0,,13.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.39192050606704254,True,0.5994915417836008,9.0,13.0,no_remedy,,,42.0,42.0
66:7,66,4,7,7,10.0,7.0,12.0,9.0,12.0,9.0,13.0,10.0,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.6125921476645525,True,0.4162920712285151,13.0,10.0,remedy_supported,13.0,6.0,6.0,6.0
70:7,70,1,7,7,7.0,10.0,9.0,12.0,9.0,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.8472291736018014,True,0.5994915417836008,9.0,13.0,no_remedy,,6.0,6.0,6.0
82:7,82,4,7,7,7.0,10.0,9.0,12.0,9.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2545469766510456,True,0.4162920712285151,9.0,12.0,no_remedy,,,42.0,42.0
93:7,93,1,7,7,7.0,7.0,9.0,9.0,,9.0,10.0,10.0,successful,closed_unresolved,10.0,d,1.0,d+e,resolved,0.8390442274341787,True,0.5994915417836008,10.0,10.0,remedy_supported,10.0,3.0,3.0,3.0
0:8,0,0,8,8,8.0,12.0,10.0,14.0,10.0,14.0,11.0,15.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.992760059691461,True,0.47042565019858995,11.0,15.0,remedy_supported,11.0,,41.0,41.0
19:8,19,4,8,8,8.0,,10.0,,10.0,,11.0,,successful,unused,11.0,d,1.0,d,resolved,0.7665179959059183,True,0.4162920712285151,11.0,,remedy_supported,11.0,3.0,3.0,3.0
29:8,29,1,8,8,8.0,,10.0,,,,11.0,,successful,unused,11.0,d,1.0,d,resolved,0.6065513421468937,True,0.5994915417836008,11.0,,remedy_supported,11.0,3.0,3.0,3.0
111:8,111,0,8,8,8.0,8.0,10.0,10.0,10.0,10.0,11.0,11.0,successful,closed_unresolved,11.0,d,1.0,d+e,resolved,0.5766195370648515,True,0.47042565019858995,11.0,11.0,remedy_supported,11.0,3.0,3.0,3.0
81:9,81,0,9,9,12.0,9.0,,11.0,,11.0,,12.0,cancelled_by_resolution,successful,12.0,e,1.0,e,resolved,0.27969891821071224,True,0.47042565019858995,12.0,12.0,,,3.0,3.0,3.0
1:10,1,5,10,10,10.0,13.0,12.0,15.0,12.0,15.0,,16.0,closed_unresolved,successful,16.0,e,1.0,d,resolved,0.42403633705529986,True,0.506188904761806,12.0,16.0,no_remedy,,6.0,6.0,6.0
76:11,76,2,11,11,11.0,,13.0,,,,14.0,,successful,unused,14.0,d,1.0,d,resolved,0.6959689137536169,True,0.6,14.0,,remedy_supported,14.0,3.0,3.0,3.0
94:11,94,4,11,11,11.0,,13.0,,13.0,,14.0,,successful,unused,14.0,d,1.0,d,resolved,0.8258016616548092,False,0.4162920712285151,14.0,,remedy_supported,14.0,3.0,3.0,3.0
99:11,99,3,11,11,11.0,,13.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6970744005175319,False,0.40760183202748823,13.0,,no_remedy,,,38.0,38.0
112:12,112,2,12,12,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.9471728508869972,False,0.6,15.0,,remedy_supported,15.0,3.0,3.0,3.0
31:13,31,3,13,13,13.0,17.0,15.0,19.0,15.0,19.0,16.0,20.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9469976583411543,True,0.40760183202748823,16.0,20.0,remedy_supported,16.0,,36.0,36.0
113:13,113,4,13,13,13.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,successful,closed_unresolved,16.0,d,1.0,d+e,resolved,0.7321578856744935,True,0.4162920712285151,16.0,16.0,remedy_supported,16.0,3.0,3.0,3.0
119:13,119,2,13,13,13.0,,15.0,,15.0,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.9542254831141659,True,0.6,16.0,,remedy_supported,16.0,3.0,3.0,3.0
29:14,29,1,14,14,14.0,18.0,16.0,20.0,16.0,20.0,17.0,21.0,closed_unresolved,successful,21.0,e,1.0,d,resolved,0.6065513421468937,True,0.5994915417836008,17.0,21.0,remedy_supported,17.0,7.0,7.0,7.0
41:14,41,1,14,14,14.0,14.0,16.0,16.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.5770874748534227,True,0.5994915417836008,16.0,16.0,no_remedy,,,35.0,35.0
44:14,44,3,14,14,14.0,,16.0,,16.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2620641553797891,False,0.40760183202748823,16.0,,no_remedy,,,35.0,35.0
69:14,69,0,14,14,14.0,,16.0,,,,17.0,,successful,unused,17.0,d,1.0,d,resolved,0.9149858922629852,True,0.47042565019858995,17.0,,remedy_supported,17.0,3.0,3.0,3.0
74:14,74,1,14,14,14.0,14.0,16.0,16.0,16.0,16.0,,17.0,closed_unresolved,successful,17.0,e,1.0,d+e,resolved,0.9778686565608727,True,0.5994915417836008,16.0,17.0,no_remedy,,3.0,3.0,3.0
40:15,40,3,15,15,15.0,18.0,17.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4331345245406891,True,0.40760183202748823,17.0,20.0,no_remedy,,,34.0,34.0
109:15,109,2,15,15,15.0,18.0,17.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2942783569319056,True,0.6,17.0,20.0,no_remedy,,,34.0,34.0
3:17,3,4,17,17,17.0,20.0,19.0,22.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.21223919630908938,True,0.4162920712285151,19.0,22.0,no_remedy,,,32.0,32.0
9:17,9,5,17,17,17.0,20.0,19.0,22.0,19.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3453204894600047,True,0.506188904761806,19.0,22.0,no_remedy,,,32.0,32.0
78:17,78,4,17,17,17.0,,19.0,,19.0,,20.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.873517646547888,False,0.4162920712285151,20.0,,remedy_supported,20.0,,32.0,32.0
93:17,93,1,17,17,17.0,,19.0,,,,20.0,,successful,unused,20.0,d,1.0,d,resolved,0.8390442274341787,True,0.5994915417836008,20.0,,remedy_supported,20.0,3.0,3.0,3.0
66:18,66,4,18,18,18.0,18.0,20.0,20.0,20.0,20.0,21.0,21.0,successful,closed_unresolved,21.0,d,1.0,d+e,resolved,0.6125921476645525,True,0.4162920712285151,21.0,21.0,remedy_supported,21.0,3.0,3.0,3.0
100:18,100,1,18,18,18.0,,20.0,,20.0,,21.0,,successful,unused,21.0,d,1.0,d,resolved,0.3437810370402954,False,0.5994915417836008,21.0,,remedy_supported,21.0,3.0,3.0,3.0
110:20,110,2,20,20,20.0,,22.0,,22.0,,23.0,,successful,unused,23.0,d,1.0,d,resolved,0.9207338102303917,False,0.6,23.0,,remedy_supported,23.0,3.0,3.0,3.0
54:21,54,3,21,21,21.0,24.0,23.0,,23.0,,24.0,,successful,cancelled_by_resolution,24.0,d,1.0,d,resolved,0.9312490218410299,True,0.40760183202748823,24.0,24.0,remedy_supported,24.0,3.0,3.0,3.0
38:22,38,3,22,22,22.0,,24.0,,24.0,,25.0,,successful,unused,25.0,d,1.0,d,resolved,0.2689146992545438,True,0.40760183202748823,25.0,,remedy_supported,25.0,3.0,3.0,3.0
72:22,72,2,22,22,22.0,26.0,24.0,28.0,24.0,28.0,25.0,29.0,closed_unresolved,successful,29.0,e,1.0,d,resolved,0.9579405327403554,True,0.6,25.0,29.0,remedy_supported,25.0,7.0,7.0,7.0
59:23,59,2,23,23,23.0,26.0,25.0,28.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6943385467328902,True,0.6,25.0,28.0,no_remedy,,,26.0,26.0
66:23,66,4,23,23,23.0,23.0,25.0,25.0,25.0,25.0,26.0,26.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.6125921476645525,True,0.4162920712285151,26.0,26.0,remedy_supported,26.0,,26.0,26.0
74:23,74,1,23,23,23.0,23.0,25.0,25.0,,25.0,26.0,26.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.9778686565608727,True,0.5994915417836008,26.0,26.0,remedy_supported,26.0,,26.0,26.0
16:24,16,3,24,24,24.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4722846063408406,False,0.40760183202748823,26.0,,no_remedy,,,25.0,25.0
17:24,17,5,24,24,24.0,27.0,26.0,29.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.47358953296039524,True,0.506188904761806,26.0,29.0,no_remedy,,,25.0,25.0
67:24,67,1,24,24,24.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5675959274454592,True,0.5994915417836008,26.0,,no_remedy,,,25.0,25.0
95:24,95,3,24,24,24.0,24.0,26.0,26.0,26.0,26.0,27.0,27.0,successful,closed_unresolved,27.0,d,1.0,d+e,resolved,0.6961093013590008,True,0.40760183202748823,27.0,27.0,remedy_supported,27.0,3.0,3.0,3.0
42:25,42,2,25,25,25.0,25.0,27.0,27.0,27.0,,28.0,,successful,closed_unresolved,28.0,d,1.0,d+e,resolved,0.5181381035783981,True,0.6,28.0,27.0,remedy_supported,28.0,3.0,3.0,3.0
55:25,55,1,25,25,25.0,,27.0,,27.0,,28.0,,successful,unused,28.0,d,1.0,d,resolved,0.6382135203351533,True,0.5994915417836008,28.0,,remedy_supported,28.0,3.0,3.0,3.0
96:25,96,1,25,25,25.0,28.0,27.0,30.0,27.0,30.0,,31.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7450786671386207,True,0.5994915417836008,27.0,31.0,no_remedy,,,24.0,24.0
29:26,29,1,26,26,26.0,30.0,28.0,32.0,,,29.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6065513421468937,True,0.5994915417836008,29.0,32.0,remedy_supported,29.0,,23.0,23.0
106:26,106,5,26,26,26.0,,28.0,,28.0,,29.0,,successful,unused,29.0,d,1.0,d,resolved,0.9872708237055297,False,0.506188904761806,29.0,,remedy_supported,29.0,3.0,3.0,3.0
69:27,69,0,27,27,27.0,31.0,29.0,33.0,29.0,33.0,30.0,34.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9149858922629852,True,0.47042565019858995,30.0,34.0,remedy_supported,30.0,,22.0,22.0
93:27,93,1,27,27,27.0,,29.0,,,,30.0,,successful,unused,30.0,d,1.0,d,resolved,0.8390442274341787,True,0.5994915417836008,30.0,,remedy_supported,30.0,3.0,3.0,3.0
2:28,2,1,28,28,28.0,31.0,30.0,33.0,,33.0,,34.0,closed_unresolved,successful,34.0,e,1.0,d,resolved,0.40738915590179553,True,0.5994915417836008,30.0,34.0,no_remedy,,6.0,6.0,6.0
4:28,4,0,28,28,28.0,,30.0,,30.0,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.7951612190621808,True,0.47042565019858995,31.0,,remedy_supported,31.0,3.0,3.0,3.0
13:28,13,5,28,28,28.0,,30.0,,30.0,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.37597924068513555,False,0.506188904761806,31.0,,remedy_supported,31.0,3.0,3.0,3.0
75:28,75,3,28,28,28.0,32.0,30.0,34.0,,34.0,31.0,35.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.38056012843572185,True,0.40760183202748823,31.0,35.0,remedy_supported,31.0,,21.0,21.0
92:28,92,4,28,28,28.0,,30.0,,,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.5847470334629051,True,0.4162920712285151,31.0,,remedy_supported,31.0,3.0,3.0,3.0
86:29,86,1,29,29,29.0,,31.0,,,,32.0,,successful,unused,32.0,d,1.0,d,resolved,0.31173885972737525,True,0.5994915417836008,32.0,,remedy_supported,32.0,3.0,3.0,3.0
90:29,90,5,29,29,29.0,32.0,31.0,34.0,31.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6178074463153476,True,0.506188904761806,31.0,34.0,no_remedy,,,20.0,20.0
63:31,63,1,31,31,31.0,,33.0,,33.0,,34.0,,successful,unused,34.0,d,1.0,d,resolved,0.788652220532216,True,0.5994915417836008,34.0,,remedy_supported,34.0,3.0,3.0,3.0
73:31,73,5,31,31,31.0,,33.0,,33.0,,34.0,,successful,unused,34.0,d,1.0,d,resolved,0.4398843340243584,True,0.506188904761806,34.0,,remedy_supported,34.0,3.0,3.0,3.0
114:33,114,2,33,33,33.0,,35.0,,35.0,,36.0,,successful,unused,36.0,d,1.0,d,resolved,0.9728969350007921,True,0.6,36.0,,remedy_supported,36.0,3.0,3.0,3.0
47:34,47,3,34,34,34.0,,36.0,,36.0,,37.0,,successful,unused,37.0,d,1.0,d,resolved,0.6314282145850316,True,0.40760183202748823,37.0,,remedy_supported,37.0,3.0,3.0,3.0
27:35,27,2,35,35,35.0,38.0,37.0,40.0,37.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.23505082056970572,True,0.6,37.0,40.0,no_remedy,,,14.0,14.0
70:35,70,1,35,35,35.0,,37.0,,,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.8472291736018014,True,0.5994915417836008,38.0,,remedy_supported,38.0,3.0,3.0,3.0
32:37,32,3,37,37,37.0,40.0,39.0,42.0,39.0,42.0,40.0,43.0,closed_unresolved,successful,43.0,e,1.0,d,resolved,0.6725171117662279,True,0.40760183202748823,40.0,43.0,remedy_supported,40.0,6.0,6.0,6.0
45:39,45,0,39,39,39.0,42.0,41.0,44.0,,44.0,,45.0,closed_unresolved,successful,45.0,e,1.0,d,resolved,0.9062133005588473,True,0.47042565019858995,41.0,45.0,no_remedy,,6.0,6.0,6.0
98:39,98,4,39,39,39.0,42.0,41.0,44.0,,44.0,,45.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.790114011401353,True,0.4162920712285151,41.0,45.0,no_remedy,,,10.0,10.0
81:40,81,0,40,40,40.0,40.0,42.0,42.0,42.0,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.27969891821071224,True,0.47042565019858995,42.0,42.0,no_remedy,,,9.0,9.0
77:41,77,5,41,41,41.0,,43.0,,,,44.0,,successful,unused,44.0,d,1.0,d,resolved,0.2708541504726042,True,0.506188904761806,44.0,,remedy_supported,44.0,3.0,3.0,3.0
19:42,19,4,42,42,42.0,45.0,44.0,47.0,44.0,47.0,,48.0,closed_unresolved,successful,48.0,e,1.0,d,resolved,0.7665179959059183,True,0.4162920712285151,44.0,48.0,no_remedy,,6.0,6.0,6.0
35:43,35,5,43,43,43.0,47.0,45.0,49.0,,,46.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.24004808460833615,True,0.506188904761806,46.0,49.0,remedy_supported,46.0,,6.0,6.0
119:43,119,2,43,43,43.0,46.0,45.0,48.0,45.0,48.0,,49.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9542254831141659,True,0.6,45.0,49.0,no_remedy,,,6.0,6.0
7:44,7,0,44,44,44.0,47.0,46.0,49.0,,49.0,,50.0,closed_unresolved,forwarded,,,0.0,d,pending,0.43136060466874526,True,0.47042565019858995,46.0,,no_remedy,,,5.0,5.0
76:45,76,2,45,45,45.0,,47.0,,,,48.0,,successful,unused,48.0,d,1.0,d,resolved,0.6959689137536169,True,0.6,48.0,,remedy_supported,48.0,3.0,3.0,3.0
104:45,104,5,45,45,45.0,48.0,47.0,,47.0,,,,closed_unresolved,submitted,,,0.0,d,pending,0.5808246765612821,True,0.506188904761806,47.0,,no_remedy,,,4.0,4.0
116:45,116,4,45,45,48.0,45.0,,47.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.9647053586128016,True,0.4162920712285151,,47.0,,,,4.0,4.0
68:46,68,5,46,46,46.0,49.0,48.0,,,,,,closed_unresolved,submitted,,,0.0,d,pending,0.6434450740162051,True,0.506188904761806,48.0,,no_remedy,,,3.0,3.0
107:46,107,0,46,46,46.0,,48.0,,48.0,,49.0,,successful,unused,49.0,d,1.0,d,resolved,0.9241244578930374,False,0.47042565019858995,49.0,,remedy_supported,49.0,3.0,3.0,3.0
73:47,73,5,47,47,47.0,,49.0,,,,50.0,,awaiting_implementation,unused,,,0.0,d,pending,0.4398843340243584,True,0.506188904761806,,,remedy_supported,,,2.0,2.0
14:48,14,4,48,48,48.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.7328563019881995,True,0.4162920712285151,,,,,,1.0,1.0
47:48,47,3,48,48,48.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.6314282145850316,True,0.40760183202748823,,,,,,1.0,1.0
