firm,has_customer,dependence,variant,dependence_mean,seed,high
5,True,0.906188904761806,no_objective,0.9,0,True
0,True,0.08521282509929497,narrow,0.1,0,False
1,True,0.14974577089180038,narrow,0.1,0,True
2,True,0.15000000000000002,narrow,0.1,0,True
3,True,0.05380091601374413,narrow,0.1,0,False
4,True,0.05814603561425754,narrow,0.1,0,False
5,True,0.10309445238090302,narrow,0.1,0,True
0,True,0.28521282509929496,narrow,0.3,0,False
1,True,0.34974577089180037,narrow,0.3,0,True
2,True,0.35,narrow,0.3,0,True
3,True,0.2538009160137441,narrow,0.3,0,False
4,True,0.25814603561425753,narrow,0.3,0,False
5,True,0.303094452380903,narrow,0.3,0,True
0,True,0.485212825099295,narrow,0.5,0,False
1,True,0.5497457708918003,narrow,0.5,0,True
2,True,0.55,narrow,0.5,0,True
3,True,0.4538009160137441,narrow,0.5,0,False
4,True,0.45814603561425754,narrow,0.5,0,False
5,True,0.503094452380903,narrow,0.5,0,True
0,True,0.6852128250992949,narrow,0.7,0,False
1,True,0.7497457708918003,narrow,0.7,0,True
2,True,0.75,narrow,0.7,0,True
3,True,0.6538009160137441,narrow,0.7,0,False
4,True,0.6581460356142574,narrow,0.7,0,False
5,True,0.703094452380903,narrow,0.7,0,True
0,True,0.885212825099295,narrow,0.9,0,False
1,True,0.9497457708918003,narrow,0.9,0,True
2,True,0.9500000000000001,narrow,0.9,0,True
3,True,0.8538009160137442,narrow,0.9,0,False
4,True,0.8581460356142575,narrow,0.9,0,False
5,True,0.903094452380903,narrow,0.9,0,True
0,True,0.07042565019858993,limited_access,0.1,0,False
1,True,0.19949154178360073,limited_access,0.1,0,True
2,True,0.2,limited_access,0.1,0,True
3,True,0.007601832027488251,limited_access,0.1,0,False
4,True,0.016292071228515073,limited_access,0.1,0,False
5,True,0.10618890476180604,limited_access,0.1,0,True
0,True,0.2704256501985899,limited_access,0.3,0,False
1,True,0.39949154178360075,limited_access,0.3,0,True
2,True,0.4,limited_access,0.3,0,True
3,True,0.20760183202748822,limited_access,0.3,0,False
4,True,0.21629207122851507,limited_access,0.3,0,False
5,True,0.30618890476180605,limited_access,0.3,0,True
0,True,0.47042565019858995,limited_access,0.5,0,False
1,True,0.5994915417836008,limited_access,0.5,0,True
2,True,0.6,limited_access,0.5,0,True
3,True,0.40760183202748823,limited_access,0.5,0,False
4,True,0.4162920712285151,limited_access,0.5,0,False
5,True,0.506188904761806,limited_access,0.5,0,True
0,True,0.6704256501985899,limited_access,0.7,0,False
1,True,0.7994915417836007,limited_access,0.7,0,True
2,True,0.7999999999999999,limited_access,0.7,0,True
3,True,0.6076018320274882,limited_access,0.7,0,False
4,True,0.616292071228515,limited_access,0.7,0,False
5,True,0.706188904761806,limited_access,0.7,0,True
0,True,0.87042565019859,limited_access,0.9,0,False
1,True,0.9994915417836008,limited_access,0.9,0,True
2,True,1.0,limited_access,0.9,0,True
3,True,0.8076018320274883,limited_access,0.9,0,False
4,True,0.8162920712285151,limited_access,0.9,0,False
5,True,0.906188904761806,limited_access,0.9,0,True
0,True,0.05424244495930611,main,0.1,1,False
1,True,0.1719954997806675,main,0.1,1,True
2,True,0.0,main,0.1,1,False
3,True,0.19447567077440317,main,0.1,1,True
4,True,0.03745081141156205,main,0.1,1,False
5,True,0.14183557307406122,main,0.1,1,True
0,True,0.2542424449593061,main,0.3,1,False
1,True,0.3719954997806675,main,0.3,1,True
2,True,0.19999999999999998,main,0.3,1,False
3,True,0.39447567077440315,main,0.3,1,True
4,True,0.23745081141156205,main,0.3,1,False
5,True,0.3418355730740612,main,0.3,1,True
0,True,0.4542424449593061,main,0.5,1,False
1,True,0.5719954997806675,main,0.5,1,True
2,True,0.4,main,0.5,1,False
3,True,0.5944756707744032,main,0.5,1,True
4,True,0.43745081141156206,main,0.5,1,False
5,True,0.5418355730740612,main,0.5,1,True
0,True,0.6542424449593061,main,0.7,1,False
1,True,0.7719954997806675,main,0.7,1,True
2,True,0.6,main,0.7,1,False
3,True,0.7944756707744032,main,0.7,1,True
4,True,0.637450811411562,main,0.7,1,False
5,True,0.7418355730740611,main,0.7,1,True
0,True,0.8542424449593061,main,0.9,1,False
1,True,0.9719954997806675,main,0.9,1,True
2,True,0.8,main,0.9,1,False
3,True,0.9944756707744031,main,0.9,1,True
4,True,0.8374508114115621,main,0.9,1,False
5,True,0.9418355730740613,main,0.9,1,True
0,True,0.05424244495930611,no_perceived,0.1,1,False
1,True,0.1719954997806675,no_perceived,0.1,1,True
2,True,0.0,no_perceived,0.1,1,False
3,True,0.19447567077440317,no_perceived,0.1,1,True
4,True,0.03745081141156205,no_perceived,0.1,1,False
5,True,0.14183557307406122,no_perceived,0.1,1,True
0,True,0.2542424449593061,no_perceived,0.3,1,False
1,True,0.3719954997806675,no_perceived,0.3,1,True
2,True,0.19999999999999998,no_perceived,0.3,1,False
3,True,0.39447567077440315,no_perceived,0.3,1,True
4,True,0.23745081141156205,no_perceived,0.3,1,False
5,True,0.3418355730740612,no_perceived,0.3,1,True
0,True,0.4542424449593061,no_perceived,0.5,1,False
1,True,0.5719954997806675,no_perceived,0.5,1,True
2,True,0.4,no_perceived,0.5,1,False
3,True,0.5944756707744032,no_perceived,0.5,1,True
4,True,0.43745081141156206,no_perceived,0.5,1,False
5,True,0.5418355730740612,no_perceived,0.5,1,True
0,True,0.6542424449593061,no_perceived,0.7,1,False
1,True,0.7719954997806675,no_perceived,0.7,1,True
2,True,0.6,no_perceived,0.7,1,False
3,True,0.7944756707744032,no_perceived,0.7,1,True
4,True,0.637450811411562,no_perceived,0.7,1,False
5,True,0.7418355730740611,no_perceived,0.7,1,True
0,True,0.8542424449593061,no_perceived,0.9,1,False
1,True,0.9719954997806675,no_perceived,0.9,1,True
2,True,0.8,no_perceived,0.9,1,False
3,True,0.9944756707744031,no_perceived,0.9,1,True
4,True,0.8374508114115621,no_perceived,0.9,1,False
5,True,0.9418355730740613,no_perceived,0.9,1,True
0,True,0.05424244495930611,no_objective,0.1,1,False
1,True,0.1719954997806675,no_objective,0.1,1,True
2,True,0.0,no_objective,0.1,1,False
3,True,0.19447567077440317,no_objective,0.1,1,True
4,True,0.03745081141156205,no_objective,0.1,1,False
5,True,0.14183557307406122,no_objective,0.1,1,True
0,True,0.2542424449593061,no_objective,0.3,1,False
1,True,0.3719954997806675,no_objective,0.3,1,True
2,True,0.19999999999999998,no_objective,0.3,1,False
3,True,0.39447567077440315,no_objective,0.3,1,True
4,True,0.23745081141156205,no_objective,0.3,1,False
5,True,0.3418355730740612,no_objective,0.3,1,True
0,True,0.4542424449593061,no_objective,0.5,1,False
1,True,0.5719954997806675,no_objective,0.5,1,True
2,True,0.4,no_objective,0.5,1,False
3,True,0.5944756707744032,no_objective,0.5,1,True
4,True,0.43745081141156206,no_objective,0.5,1,False
5,True,0.5418355730740612,no_objective,0.5,1,True
0,True,0.6542424449593061,no_objective,0.7,1,False
1,True,0.7719954997806675,no_objective,0.7,1,True
2,True,0.6,no_objective,0.7,1,False
3,True,0.7944756707744032,no_objective,0.7,1,True
4,True,0.637450811411562,no_objective,0.7,1,False
5,True,0.7418355730740611,no_objective,0.7,1,True
0,True,0.8542424449593061,no_objective,0.9,1,False
1,True,0.9719954997806675,no_objective,0.9,1,True
2,True,0.8,no_objective,0.9,1,False
3,True,0.9944756707744031,no_objective,0.9,1,True
4,True,0.8374508114115621,no_objective,0.9,1,False
5,True,0.9418355730740613,no_objective,0.9,1,True
0,True,0.07712122247965306,narrow,0.1,1,False
1,True,0.13599774989033375,narrow,0.1,1,True
2,True,0.05,narrow,0.1,1,False
3,True,0.1472378353872016,narrow,0.1,1,True
4,True,0.06872540570578103,narrow,0.1,1,False
5,True,0.12091778653703061,narrow,0.1,1,True
0,True,0.27712122247965304,narrow,0.3,1,False
1,True,0.3359977498903337,narrow,0.3,1,True
2,True,0.25,narrow,0.3,1,False
3,True,0.34723783538720154,narrow,0.3,1,True
4,True,0.268725405705781,narrow,0.3,1,False
5,True,0.3209177865370306,narrow,0.3,1,True
0,True,0.47712122247965305,narrow,0.5,1,False
1,True,0.5359977498903338,narrow,0.5,1,True
2,True,0.45,narrow,0.5,1,False
3,True,0.5472378353872016,narrow,0.5,1,True
4,True,0.46872540570578103,narrow,0.5,1,False
5,True,0.5209177865370306,narrow,0.5,1,True
0,True,0.677121222479653,narrow,0.7,1,False
1,True,0.7359977498903337,narrow,0.7,1,True
2,True,0.6499999999999999,narrow,0.7,1,False
3,True,0.7472378353872016,narrow,0.7,1,True
4,True,0.668725405705781,narrow,0.7,1,False
5,True,0.7209177865370305,narrow,0.7,1,True
0,True,0.8771212224796531,narrow,0.9,1,False
1,True,0.9359977498903338,narrow,0.9,1,True
2,True,0.85,narrow,0.9,1,False
3,True,0.9472378353872016,narrow,0.9,1,True
4,True,0.868725405705781,narrow,0.9,1,False
5,True,0.9209177865370306,narrow,0.9,1,True
0,False,0.05424244495930611,limited_access,0.1,1,False
1,True,0.1719954997806675,limited_access,0.1,1,True
2,True,0.0,limited_access,0.1,1,False
3,True,0.19447567077440317,limited_access,0.1,1,True
4,True,0.03745081141156205,limited_access,0.1,1,False
5,True,0.14183557307406122,limited_access,0.1,1,True
0,False,0.2542424449593061,limited_access,0.3,1,False
1,True,0.3719954997806675,limited_access,0.3,1,True
2,True,0.19999999999999998,limited_access,0.3,1,False
3,True,0.39447567077440315,limited_access,0.3,1,True
4,True,0.23745081141156205,limited_access,0.3,1,False
5,True,0.3418355730740612,limited_access,0.3,1,True
0,False,0.4542424449593061,limited_access,0.5,1,False
1,True,0.5719954997806675,limited_access,0.5,1,True
2,True,0.4,limited_access,0.5,1,False
3,True,0.5944756707744032,limited_access,0.5,1,True
4,True,0.43745081141156206,limited_access,0.5,1,False
5,True,0.5418355730740612,limited_access,0.5,1,True
0,False,0.6542424449593061,limited_access,0.7,1,False
1,True,0.7719954997806675,limited_access,0.7,1,True
2,True,0.6,limited_access,0.7,1,False
3,True,0.7944756707744032,limited_access,0.7,1,True
4,True,0.637450811411562,limited_access,0.7,1,False
5,True,0.7418355730740611,limited_access,0.7,1,True
0,False,0.8542424449593061,limited_access,0.9,1,False
1,True,0.9719954997806675,limited_access,0.9,1,True
2,True,0.8,limited_access,0.9,1,False
3,True,0.9944756707744031,limited_access,0.9,1,True
4,True,0.8374508114115621,limited_access,0.9,1,False
5,True,0.9418355730740613,limited_access,0.9,1,True
0,True,0.15380437139812023,main,0.1,2,True
1,True,0.07871165410428752,main,0.1,2,False
2,True,0.16877011733625277,main,0.1,2,True
3,True,0.14763939610587867,main,0.1,2,True
4,True,0.05107446105546085,main,0.1,2,False
5,True,0.0,main,0.1,2,False
0,True,0.3538043713981202,main,0.3,2,True
1,True,0.2787116541042875,main,0.3,2,False
2,True,0.36877011733625276,main,0.3,2,True
3,True,0.34763939610587863,main,0.3,2,True
4,True,0.25107446105546083,main,0.3,2,False
5,True,0.19999999999999998,main,0.3,2,False
0,True,0.5538043713981202,main,0.5,2,True
1,True,0.4787116541042875,main,0.5,2,False
2,True,0.5687701173362527,main,0.5,2,True
3,True,0.5476393961058786,main,0.5,2,True
4,True,0.45107446105546084,main,0.5,2,False
5,True,0.4,main,0.5,2,False
0,True,0.7538043713981202,main,0.7,2,True
1,True,0.6787116541042875,main,0.7,2,False
2,True,0.7687701173362527,main,0.7,2,True
3,True,0.7476393961058786,main,0.7,2,True
4,True,0.6510744610554609,main,0.7,2,False
5,True,0.6,main,0.7,2,False
0,True,0.9538043713981202,main,0.9,2,True
1,True,0.8787116541042875,main,0.9,2,False
2,True,0.9687701173362528,main,0.9,2,True
3,True,0.9476393961058787,main,0.9,2,True
4,True,0.8510744610554609,main,0.9,2,False
5,True,0.8,main,0.9,2,False
0,True,0.15380437139812023,no_perceived,0.1,2,True
1,True,0.07871165410428752,no_perceived,0.1,2,False
2,True,0.16877011733625277,no_perceived,0.1,2,True
3,True,0.14763939610587867,no_perceived,0.1,2,True
4,True,0.05107446105546085,no_perceived,0.1,2,False
5,True,0.0,no_perceived,0.1,2,False
0,True,0.3538043713981202,no_perceived,0.3,2,True
1,True,0.2787116541042875,no_perceived,0.3,2,False
2,True,0.36877011733625276,no_perceived,0.3,2,True
3,True,0.34763939610587863,no_perceived,0.3,2,True
4,True,0.25107446105546083,no_perceived,0.3,2,False
5,True,0.19999999999999998,no_perceived,0.3,2,False
0,True,0.5538043713981202,no_perceived,0.5,2,True
1,True,0.4787116541042875,no_perceived,0.5,2,False
2,True,0.5687701173362527,no_perceived,0.5,2,True
3,True,0.5476393961058786,no_perceived,0.5,2,True
4,True,0.45107446105546084,no_perceived,0.5,2,False
5,True,0.4,no_perceived,0.5,2,False
0,True,0.7538043713981202,no_perceived,0.7,2,True
1,True,0.6787116541042875,no_perceived,0.7,2,False
2,True,0.7687701173362527,no_perceived,0.7,2,True
3,True,0.7476393961058786,no_perceived,0.7,2,True
4,True,0.6510744610554609,no_perceived,0.7,2,False
5,True,0.6,no_perceived,0.7,2,False
0,True,0.9538043713981202,no_perceived,0.9,2,True
1,True,0.8787116541042875,no_perceived,0.9,2,False
2,True,0.9687701173362528,no_perceived,0.9,2,True
3,True,0.9476393961058787,no_perceived,0.9,2,True
4,True,0.8510744610554609,no_perceived,0.9,2,False
5,True,0.8,no_perceived,0.9,2,False
0,True,0.15380437139812023,no_objective,0.1,2,True
1,True,0.07871165410428752,no_objective,0.1,2,False
2,True,0.16877011733625277,no_objective,0.1,2,True
3,True,0.14763939610587867,no_objective,0.1,2,True
4,True,0.05107446105546085,no_objective,0.1,2,False
5,True,0.0,no_objective,0.1,2,False
0,True,0.3538043713981202,no_objective,0.3,2,True
1,True,0.2787116541042875,no_objective,0.3,2,False
2,True,0.36877011733625276,no_objective,0.3,2,True
3,True,0.34763939610587863,no_objective,0.3,2,True
4,True,0.25107446105546083,no_objective,0.3,2,False
5,True,0.19999999999999998,no_objective,0.3,2,False
0,True,0.5538043713981202,no_objective,0.5,2,True
1,True,0.4787116541042875,no_objective,0.5,2,False
2,True,0.5687701173362527,no_objective,0.5,2,True
3,True,0.5476393961058786,no_objective,0.5,2,True
4,True,0.45107446105546084,no_objective,0.5,2,False
5,True,0.4,no_objective,0.5,2,False
0,True,0.7538043713981202,no_objective,0.7,2,True
1,True,0.6787116541042875,no_objective,0.7,2,False
2,True,0.7687701173362527,no_objective,0.7,2,True
3,True,0.7476393961058786,no_objective,0.7,2,True
4,True,0.6510744610554609,no_objective,0.7,2,False
5,True,0.6,no_objective,0.7,2,False
0,True,0.9538043713981202,no_objective,0.9,2,True
1,True,0.8787116541042875,no_objective,0.9,2,False
2,True,0.9687701173362528,no_objective,0.9,2,True
3,True,0.9476393961058787,no_objective,0.9,2,True
4,True,0.8510744610554609,no_objective,0.9,2,False
5,True,0.8,no_objective,0.9,2,False
0,True,0.12690218569906012,narrow,0.1,2,True
1,True,0.08935582705214376,narrow,0.1,2,False
2,True,0.1343850586681264,narrow,0.1,2,True
3,True,0.12381969805293934,narrow,0.1,2,True
4,True,0.07553723052773043,narrow,0.1,2,False
5,True,0.05,narrow,0.1,2,False
0,True,0.3269021856990601,narrow,0.3,2,True
1,True,0.28935582705214374,narrow,0.3,2,False
2,True,0.3343850586681264,narrow,0.3,2,True
3,True,0.3238196980529393,narrow,0.3,2,True
4,True,0.27553723052773044,narrow,0.3,2,False
5,True,0.25,narrow,0.3,2,False
0,True,0.5269021856990601,narrow,0.5,2,True
1,True,0.48935582705214375,narrow,0.5,2,False
2,True,0.5343850586681264,narrow,0.5,2,True
3,True,0.5238196980529394,narrow,0.5,2,True
4,True,0.47553723052773045,narrow,0.5,2,False
5,True,0.45,narrow,0.5,2,False
0,True,0.7269021856990601,narrow,0.7,2,True
1,True,0.6893558270521437,narrow,0.7,2,False
2,True,0.7343850586681263,narrow,0.7,2,True
3,True,0.7238196980529393,narrow,0.7,2,True
4,True,0.6755372305277304,narrow,0.7,2,False
5,True,0.6499999999999999,narrow,0.7,2,False
0,True,0.9269021856990601,narrow,0.9,2,True
1,True,0.8893558270521438,narrow,0.9,2,False
2,True,0.9343850586681264,narrow,0.9,2,True
3,True,0.9238196980529394,narrow,0.9,2,True
4,True,0.8755372305277305,narrow,0.9,2,False
5,True,0.85,narrow,0.9,2,False
0,True,0.15380437139812023,limited_access,0.1,2,True
1,False,0.07871165410428752,limited_access,0.1,2,False
2,True,0.16877011733625277,limited_access,0.1,2,True
3,True,0.14763939610587867,limited_access,0.1,2,True
4,True,0.05107446105546085,limited_access,0.1,2,False
5,True,0.0,limited_access,0.1,2,False
0,True,0.3538043713981202,limited_access,0.3,2,True
1,False,0.2787116541042875,limited_access,0.3,2,False
2,True,0.36877011733625276,limited_access,0.3,2,True
3,True,0.34763939610587863,limited_access,0.3,2,True
4,True,0.25107446105546083,limited_access,0.3,2,False
5,True,0.19999999999999998,limited_access,0.3,2,False
0,True,0.5538043713981202,limited_access,0.5,2,True
1,False,0.4787116541042875,limited_access,0.5,2,False
2,True,0.5687701173362527,limited_access,0.5,2,True
3,True,0.5476393961058786,limited_access,0.5,2,True
4,True,0.45107446105546084,limited_access,0.5,2,False
5,True,0.4,limited_access,0.5,2,False
0,True,0.7538043713981202,limited_access,0.7,2,True
1,False,0.6787116541042875,limited_access,0.7,2,False
2,True,0.7687701173362527,limited_access,0.7,2,True
3,True,0.7476393961058786,limited_access,0.7,2,True
4,True,0.6510744610554609,limited_access,0.7,2,False
5,True,0.6,limited_access,0.7,2,False
0,True,0.9538043713981202,limited_access,0.9,2,True
1,False,0.8787116541042875,limited_access,0.9,2,False
2,True,0.9687701173362528,limited_access,0.9,2,True
3,True,0.9476393961058787,limited_access,0.9,2,True
4,True,0.8510744610554609,limited_access,0.9,2,False
5,True,0.8,limited_access,0.9,2,False
0,True,0.17438600939631915,main,0.1,3,True
1,True,0.03540051695594379,main,0.1,3,False
2,True,0.09343809848285951,main,0.1,3,False
3,True,0.0,main,0.1,3,False
4,True,0.15721865327835446,main,0.1,3,True
5,True,0.13955672188652316,main,0.1,3,True
0,True,0.3743860093963191,main,0.3,3,True
1,True,0.23540051695594377,main,0.3,3,False
2,True,0.2934380984828595,main,0.3,3,False
3,True,0.19999999999999998,main,0.3,3,False
4,True,0.35721865327835445,main,0.3,3,True
5,True,0.33955672188652314,main,0.3,3,True
0,True,0.5743860093963191,main,0.5,3,True
1,True,0.4354005169559438,main,0.5,3,False
2,True,0.4934380984828595,main,0.5,3,False
3,True,0.4,main,0.5,3,False
4,True,0.5572186532783545,main,0.5,3,True
5,True,0.5395567218865231,main,0.5,3,True
0,True,0.7743860093963191,main,0.7,3,True
1,True,0.6354005169559438,main,0.7,3,False
2,True,0.6934380984828594,main,0.7,3,False
3,True,0.6,main,0.7,3,False
4,True,0.7572186532783545,main,0.7,3,True
5,True,0.7395567218865231,main,0.7,3,True
0,True,0.9743860093963191,main,0.9,3,True
1,True,0.8354005169559438,main,0.9,3,False
2,True,0.8934380984828595,main,0.9,3,False
3,True,0.8,main,0.9,3,False
4,True,0.9572186532783544,main,0.9,3,True
5,True,0.9395567218865232,main,0.9,3,True
0,True,0.17438600939631915,no_perceived,0.1,3,True
1,True,0.03540051695594379,no_perceived,0.1,3,False
2,True,0.09343809848285951,no_perceived,0.1,3,False
3,True,0.0,no_perceived,0.1,3,False
4,True,0.15721865327835446,no_perceived,0.1,3,True
5,True,0.13955672188652316,no_perceived,0.1,3,True
0,True,0.3743860093963191,no_perceived,0.3,3,True
1,True,0.23540051695594377,no_perceived,0.3,3,False
2,True,0.2934380984828595,no_perceived,0.3,3,False
3,True,0.19999999999999998,no_perceived,0.3,3,False
4,True,0.35721865327835445,no_perceived,0.3,3,True
5,True,0.33955672188652314,no_perceived,0.3,3,True
0,True,0.5743860093963191,no_perceived,0.5,3,True
1,True,0.4354005169559438,no_perceived,0.5,3,False
2,True,0.4934380984828595,no_perceived,0.5,3,False
3,True,0.4,no_perceived,0.5,3,False
4,True,0.5572186532783545,no_perceived,0.5,3,True
5,True,0.5395567218865231,no_perceived,0.5,3,True
0,True,0.7743860093963191,no_perceived,0.7,3,True
1,True,0.6354005169559438,no_perceived,0.7,3,False
2,True,0.6934380984828594,no_perceived,0.7,3,False
3,True,0.6,no_perceived,0.7,3,False
4,True,0.7572186532783545,no_perceived,0.7,3,True
5,True,0.7395567218865231,no_perceived,0.7,3,True
0,True,0.9743860093963191,no_perceived,0.9,3,True
1,True,0.8354005169559438,no_perceived,0.9,3,False
2,True,0.8934380984828595,no_perceived,0.9,3,False
3,True,0.8,no_perceived,0.9,3,False
4,True,0.9572186532783544,no_perceived,0.9,3,True
5,True,0.9395567218865232,no_perceived,0.9,3,True
0,True,0.17438600939631915,no_objective,0.1,3,True
1,True,0.03540051695594379,no_objective,0.1,3,False
2,True,0.09343809848285951,no_objective,0.1,3,False
3,True,0.0,no_objective,0.1,3,False
4,True,0.15721865327835446,no_objective,0.1,3,True
5,True,0.13955672188652316,no_objective,0.1,3,True
0,True,0.3743860093963191,no_objective,0.3,3,True
1,True,0.23540051695594377,no_objective,0.3,3,False
2,True,0.2934380984828595,no_objective,0.3,3,False
3,True,0.19999999999999998,no_objective,0.3,3,False
4,True,0.35721865327835445,no_objective,0.3,3,True
5,True,0.33955672188652314,no_objective,0.3,3,True
0,True,0.5743860093963191,no_objective,0.5,3,True
1,True,0.4354005169559438,no_objective,0.5,3,False
2,True,0.4934380984828595,no_objective,0.5,3,False
3,True,0.4,no_objective,0.5,3,False
4,True,0.5572186532783545,no_objective,0.5,3,True
5,True,0.5395567218865231,no_objective,0.5,3,True
0,True,0.7743860093963191,no_objective,0.7,3,True
1,True,0.6354005169559438,no_objective,0.7,3,False
2,True,0.6934380984828594,no_objective,0.7,3,False
3,True,0.6,no_objective,0.7,3,False
4,True,0.7572186532783545,no_objective,0.7,3,True
5,True,0.7395567218865231,no_objective,0.7,3,True
0,True,0.9743860093963191,no_objective,0.9,3,True
1,True,0.8354005169559438,no_objective,0.9,3,False
2,True,0.8934380984828595,no_objective,0.9,3,False
3,True,0.8,no_objective,0.9,3,False
4,True,0.9572186532783544,no_objective,0.9,3,True
5,True,0.9395567218865232,no_objective,0.9,3,True
0,True,0.13719300469815957,narrow,0.1,3,True
1,True,0.0677002584779719,narrow,0.1,3,False
2,True,0.09671904924142975,narrow,0.1,3,False
3,True,0.05,narrow,0.1,3,False
4,True,0.12860932663917723,narrow,0.1,3,True
5,True,0.11977836094326158,narrow,0.1,3,True
0,True,0.33719300469815955,narrow,0.3,3,True
1,True,0.26770025847797185,narrow,0.3,3,False
2,True,0.2967190492414297,narrow,0.3,3,False
3,True,0.25,narrow,0.3,3,False
4,True,0.3286093266391772,narrow,0.3,3,True
5,True,0.31977836094326156,narrow,0.3,3,True
0,True,0.5371930046981596,narrow,0.5,3,True
1,True,0.4677002584779719,narrow,0.5,3,False
2,True,0.49671904924142973,narrow,0.5,3,False
3,True,0.45,narrow,0.5,3,False
4,True,0.5286093266391773,narrow,0.5,3,True
5,True,0.5197783609432616,narrow,0.5,3,True
0,True,0.7371930046981595,narrow,0.7,3,True
1,True,0.6677002584779719,narrow,0.7,3,False
2,True,0.6967190492414297,narrow,0.7,3,False
3,True,0.6499999999999999,narrow,0.7,3,False
4,True,0.7286093266391772,narrow,0.7,3,True
5,True,0.7197783609432615,narrow,0.7,3,True
0,True,0.9371930046981596,narrow,0.9,3,True
