employee,firm,initial_dispute,reachable,merit,belief_d,belief_e,cost_d,cost_e
67,1,False,True,0.5675959274454592,0.4878056956481709,0.29830474926693445,0.2603809128742981,0.3040669190273823
68,5,True,True,0.6434450740162051,0.3456375652076465,0.39336260514379606,0.26128882804747644,0.28765577552162636
69,0,False,True,0.9149858922629852,0.4622842267235775,0.39072413814214824,0.12522009883263424,0.2509880233786041
70,1,True,True,0.8472291736018014,0.5850418326056266,0.4930242779995891,0.2066890976646894,0.2580273057930491
71,0,False,True,0.5421108680144316,0.4824433221045399,0.5224597273152474,0.1538948840429757,0.22998735625467048
72,2,False,True,0.9579405327403554,0.4361452748318083,0.6291804010102258,0.12118712327041868,0.26427230765276666
73,5,True,True,0.4398843340243584,0.2642068249810523,0.36825884895626715,0.10135193454551357,0.21381812730705063
74,1,False,True,0.9778686565608727,0.2167265134609432,0.6024572318264922,0.18223985792337477,0.1632193237645231
75,3,False,True,0.38056012843572185,0.2830941969831738,0.5146117501535823,0.14526836109731428,0.21203597939779312
76,2,True,True,0.6959689137536169,0.32070918255416453,0.355946265462487,0.2483673802320229,0.36773318693554713
77,5,False,True,0.2708541504726042,0.5657895980559209,0.5099150606963985,0.1774995824071297,0.3403705026808585
78,4,True,False,0.873517646547888,0.5249527470465616,0.2708445688219129,0.19539182057908258,0.3732642554777805
79,0,False,True,0.45041942962650766,0.5154007144387884,0.3386993507256493,0.11701546148724276,0.22854336518025284
80,1,False,True,0.6654909762552222,0.5773280412605488,0.3605649533144454,0.10934239487884558,0.19770702339604204
81,0,False,True,0.27969891821071224,0.21770506728947497,0.6278132971803017,0.09164263944731166,0.23239218180359225
82,4,False,True,0.2545469766510456,0.5886328395366878,0.36352177295393373,0.15698912011979346,0.1520510595522537
83,5,False,True,0.5415892646915648,0.5592496307348407,0.3248307718207073,0.26025238770990045,0.20168454668107402
84,2,False,True,0.7022024622047291,0.2658079193732247,0.3756524367725318,0.23861771076828195,0.2548597900426202
85,2,False,True,0.31254583059964214,0.5753815322741997,0.556425413119678,0.16364315346228214,0.22556310027741625
86,1,False,True,0.31173885972737525,0.23821897963546426,0.3937115856370863,0.1230766538981304,0.3634346386341959
87,2,False,True,0.9504297361642187,0.2672000736384307,0.4156420477571878,0.21789085600123467,0.19404731360357994
88,4,False,True,0.27828789082103156,0.5763316377708322,0.6143286754778456,0.09809896900767885,0.2526309343782891
89,4,True,False,0.5989296546636256,0.5254086354683045,0.32308926941883376,0.17411602439694465,0.28314038201118613
90,5,False,True,0.6178074463153476,0.4096088598221989,0.5230713273300622,0.13492759998526915,0.34468040679375855
91,5,True,True,0.4788570711031347,0.26086857358249227,0.4541178752681852,0.22139914132820376,0.16502895016143204
92,4,False,True,0.5847470334629051,0.44368594112287196,0.5217641296334619,0.18240288524889472,0.21479688753022783
93,1,False,True,0.8390442274341787,0.29211967084551643,0.5222441685821833,0.12712326090468928,0.2864004630223404
94,4,False,False,0.8258016616548092,0.3053961481277518,0.35585796904773115,0.10911210259177612,0.32657551230648635
95,3,False,True,0.6961093013590008,0.34370113657745616,0.5967363328741916,0.10061418374478957,0.17769435229899844
96,1,False,True,0.7450786671386207,0.2728535855010678,0.4492371937896662,0.1932527050314897,0.32874656301367944
97,1,False,True,0.7269834812030938,0.4822093076391122,0.3671871971345717,0.1258587763766313,0.33715337848350635
98,4,False,True,0.790114011401353,0.3805161359121529,0.3730020534427697,0.13137745045486132,0.3135028344441485
99,3,False,False,0.6970744005175319,0.45591975463557305,0.30310519088671534,0.2567075269935262,0.36362387727822276
100,1,False,False,0.3437810370402954,0.5769641560585481,0.4692832919180363,0.23232263065211484,0.18559087631515395
101,1,True,True,0.6530162742182607,0.4910976055605849,0.3631416070309598,0.24047447859475,0.2558610523356464
102,3,True,False,0.22262950080139038,0.5613672192398829,0.26701134800970727,0.18771390352718884,0.3406883754000892
103,5,False,True,0.7324613089902952,0.3445318844840096,0.3036894266573445,0.24040021754476024,0.2514446862260086
104,5,False,True,0.5808246765612821,0.34052911169727706,0.3077848861998414,0.24182705034992438,0.26225319894977905
105,5,False,True,0.4668399240670647,0.5086121643175403,0.31443836975134337,0.2481231375120485,0.3006880648581699
106,5,True,False,0.9872708237055297,0.46388699601145617,0.395774654501039,0.16466671110779404,0.16123358388235126
107,0,True,False,0.9241244578930374,0.4201272085917144,0.4027578298740651,0.11188658600935725,0.20311708869163475
108,4,True,True,0.28682579742600656,0.5725893694144539,0.5801760444086993,0.13671870609908326,0.3181198326494777
109,2,False,True,0.2942783569319056,0.32758648506716226,0.40929658819410975,0.13912306400055022,0.29454659529191296
110,2,False,False,0.9207338102303917,0.605263470417597,0.36288322022823033,0.23680391957322533,0.23742018956420832
111,0,False,True,0.5766195370648515,0.48968690350447025,0.48249741418436287,0.11558516615917062,0.1539376686338176
112,2,False,False,0.9471728508869972,0.5948930726439826,0.5747899891492501,0.10878586675424282,0.1906376254280636
113,4,False,True,0.7321578856744935,0.22884265054638275,0.5871883438705638,0.20774743918817895,0.15152591661893103
114,2,False,True,0.9728969350007921,0.5489907481731999,0.4080810029269222,0.11255961741831254,0.15926181339716522
115,0,False,True,0.7963385516679076,0.5102801736753794,0.5969031888499025,0.12221478946456071,0.14693339401003647
116,4,False,True,0.9647053586128016,0.26855633359703723,0.6004846884198249,0.22106249315871732,0.2588880693218985
117,2,True,True,0.4520993418102399,0.4362276374207189,0.31861268573099333,0.26177083556612213,0.28997807026483413
118,0,True,True,0.3424592674749437,0.6019538127860573,0.3257052711190269,0.22127615320016214,0.1744441787687567
119,2,False,True,0.9542254831141659,0.31707123577678975,0.3209264069285234,0.20807283598270934,0.31262499290896273
