case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,seed,policy,domestic_capacity,active_customers
118:0,118,1,0,0,0.0,10.0,35.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5376293835218275,True,0.5719954997806675,35.0,12.0,no_remedy,,,44.0,44.0,4,1,equal,2,6
2:0,2,1,0,0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6002803291124421,True,0.5719954997806675,2.0,,no_remedy,,,44.0,44.0,1,1,equal,2,3
4:0,4,0,0,0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.6584702050529772,True,0.4542424449593061,3.0,,remedy_supported,3.0,3.0,3.0,3.0,2,1,equal,2,3
8:0,8,1,0,0,0.0,4.0,3.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3573420587320577,True,0.5719954997806675,3.0,6.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
9:0,9,0,0,0,0.0,0.0,3.0,2.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.36983760598573145,True,0.4542424449593061,3.0,2.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
10:0,10,3,0,0,0.0,4.0,4.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.25453017698401936,True,0.5944756707744032,4.0,6.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
14:0,14,2,0,0,0.0,5.0,4.0,7.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6132437915777511,True,0.4,4.0,7.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
16:0,16,2,0,0,0.0,7.0,5.0,10.0,,,6.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3690615552667403,True,0.4,6.0,10.0,remedy_supported,6.0,,44.0,44.0,0,1,equal,2,3
17:0,17,2,0,0,0.0,0.0,5.0,2.0,,,6.0,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.3643961463176572,True,0.4,6.0,2.0,remedy_supported,6.0,,44.0,44.0,0,1,equal,2,3
18:0,18,4,0,0,0.0,7.0,6.0,9.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.35659188592267627,True,0.43745081141156206,6.0,9.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
19:0,19,3,0,0,0.0,6.0,6.0,8.0,,8.0,,9.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3969251565240546,True,0.5944756707744032,6.0,9.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
20:0,20,4,0,0,0.0,0.0,,2.0,,2.0,,3.0,cancelled_by_resolution,successful,3.0,e,1.0,d+e,resolved,0.8897476499213339,True,0.43745081141156206,3.0,3.0,,,3.0,3.0,3.0,2,1,equal,2,3
21:0,21,2,0,0,0.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.7015528764532439,True,0.4,8.0,,remedy_supported,8.0,8.0,8.0,8.0,0,1,equal,2,3
22:0,22,1,0,0,0.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.7013308659219586,True,0.5719954997806675,8.0,,remedy_supported,8.0,8.0,8.0,8.0,1,1,equal,2,3
23:0,23,2,0,0,0.0,6.0,8.0,9.0,,9.0,9.0,10.0,successful,cancelled_by_resolution,9.0,d,1.0,d,resolved,0.4904907369557601,True,0.4,9.0,9.0,remedy_supported,9.0,9.0,9.0,9.0,0,1,equal,2,3
24:0,24,5,0,0,0.0,9.0,8.0,12.0,,12.0,,13.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4401791774018371,True,0.5418355730740612,8.0,13.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
25:0,25,1,0,0,0.0,5.0,9.0,7.0,,,10.0,,successful,closed_unresolved,10.0,d,1.0,d,resolved,0.27859164948760795,True,0.5719954997806675,10.0,7.0,remedy_supported,10.0,10.0,10.0,10.0,1,1,equal,2,3
26:0,26,0,0,0,0.0,,9.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6619410264868402,True,0.4542424449593061,9.0,,no_remedy,,,44.0,44.0,2,1,equal,2,3
29:0,29,0,0,0,0.0,7.0,10.0,9.0,,9.0,11.0,10.0,cancelled_by_resolution,successful,10.0,e,1.0,d,resolved,0.3086847481545319,True,0.4542424449593061,10.0,10.0,remedy_supported,,10.0,10.0,10.0,2,1,equal,2,3
30:0,30,2,0,0,0.0,,10.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4816373162304185,True,0.4,10.0,,no_remedy,,,44.0,44.0,0,1,equal,2,3
31:0,31,3,0,0,0.0,8.0,11.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.21637578878336683,True,0.5944756707744032,11.0,11.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
32:0,32,2,0,0,0.0,9.0,11.0,12.0,,12.0,,13.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4053585240262192,True,0.4,11.0,13.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
33:0,33,2,0,0,0.0,10.0,12.0,12.0,,,13.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9540608125716827,True,0.4,13.0,12.0,remedy_supported,13.0,,44.0,44.0,0,1,equal,2,3
36:0,36,2,0,0,0.0,0.0,12.0,2.0,,2.0,,3.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.48411365745081947,True,0.4,12.0,3.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
37:0,37,0,0,0,0.0,17.0,13.0,19.0,,19.0,14.0,20.0,closed_unresolved,successful,20.0,e,1.0,d,resolved,0.9908677236327148,True,0.4542424449593061,14.0,20.0,remedy_supported,14.0,20.0,20.0,20.0,2,1,equal,2,3
38:0,38,0,0,0,0.0,10.0,13.0,12.0,,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.2934303407450385,True,0.4542424449593061,13.0,13.0,no_remedy,,13.0,13.0,13.0,2,1,equal,2,3
39:0,39,1,0,0,0.0,23.0,14.0,25.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7202535604388898,True,0.5719954997806675,14.0,25.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
40:0,40,4,0,0,0.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.6617603489525259,True,0.43745081141156206,15.0,,remedy_supported,15.0,15.0,15.0,15.0,2,1,equal,2,3
41:0,41,1,0,0,0.0,0.0,15.0,2.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.3391087769708814,True,0.5719954997806675,15.0,2.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
42:0,42,5,0,0,0.0,8.0,,10.0,,10.0,,11.0,cancelled_by_resolution,successful,11.0,e,1.0,d,resolved,0.5558881108850464,True,0.5418355730740612,11.0,11.0,,,11.0,11.0,11.0,1,1,equal,2,3
47:0,47,4,0,0,0.0,14.0,15.0,16.0,,16.0,16.0,17.0,successful,cancelled_by_resolution,16.0,d,1.0,d,resolved,0.3540713688942712,True,0.43745081141156206,16.0,16.0,remedy_supported,16.0,16.0,16.0,16.0,2,1,equal,2,3
48:0,48,4,0,0,0.0,17.0,16.0,,,,17.0,,successful,cancelled_by_resolution,17.0,d,1.0,d,resolved,0.6661381974322441,True,0.43745081141156206,17.0,17.0,remedy_supported,17.0,17.0,17.0,17.0,2,1,equal,2,3
49:0,49,2,0,0,0.0,,16.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8588062818637103,True,0.4,16.0,,no_remedy,,,44.0,44.0,0,1,equal,2,3
50:0,50,0,0,0,0.0,18.0,17.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7075976919536366,True,0.4542424449593061,17.0,20.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
51:0,51,0,0,0,0.0,,17.0,,,,18.0,,successful,unused,18.0,d,1.0,d,resolved,0.464989006142838,True,0.4542424449593061,18.0,,remedy_supported,18.0,18.0,18.0,18.0,2,1,equal,2,3
53:0,53,5,0,0,0.0,8.0,18.0,10.0,,,19.0,,successful,closed_unresolved,19.0,d,1.0,d,resolved,0.8205458616250867,True,0.5418355730740612,19.0,10.0,remedy_supported,19.0,19.0,19.0,19.0,1,1,equal,2,3
54:0,54,3,0,0,0.0,5.0,18.0,7.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5100214439863483,True,0.5944756707744032,18.0,7.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
56:0,56,4,0,0,0.0,9.0,,11.0,,11.0,,12.0,cancelled_by_resolution,successful,12.0,e,1.0,d,resolved,0.6700619672174444,True,0.43745081141156206,12.0,12.0,,,12.0,12.0,12.0,2,1,equal,2,3
57:0,57,2,0,0,0.0,5.0,,8.0,,8.0,,9.0,cancelled_by_resolution,successful,9.0,e,1.0,d,resolved,0.9888689917092139,True,0.4,9.0,9.0,,,9.0,9.0,9.0,0,1,equal,2,3
58:0,58,3,0,0,0.0,17.0,19.0,19.0,,,20.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5708044541362354,True,0.5944756707744032,20.0,19.0,remedy_supported,20.0,,44.0,44.0,0,1,equal,2,3
59:0,59,3,0,0,0.0,0.0,19.0,3.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.20153790427539323,True,0.5944756707744032,19.0,3.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
60:0,60,1,0,0,0.0,0.0,20.0,2.0,,,21.0,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.9731383920613474,True,0.5719954997806675,21.0,2.0,remedy_supported,21.0,,44.0,44.0,1,1,equal,2,3
61:0,61,2,0,0,0.0,10.0,20.0,13.0,,,21.0,,successful,closed_unresolved,21.0,d,1.0,d,resolved,0.4754480454319464,True,0.4,21.0,13.0,remedy_supported,21.0,21.0,21.0,21.0,0,1,equal,2,3
64:0,64,0,0,0,0.0,15.0,21.0,17.0,,,22.0,,successful,closed_unresolved,22.0,d,1.0,d,resolved,0.2510744057346827,True,0.4542424449593061,22.0,17.0,remedy_supported,22.0,22.0,22.0,22.0,2,1,equal,2,3
65:0,65,5,0,0,4.0,0.0,35.0,3.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.8347673557443012,True,0.5418355730740612,35.0,3.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
68:0,68,3,0,0,0.0,7.0,,10.0,,10.0,,11.0,cancelled_by_resolution,successful,11.0,e,1.0,d,resolved,0.2850856534184041,True,0.5944756707744032,11.0,11.0,,,11.0,11.0,11.0,0,1,equal,2,3
69:0,69,3,0,0,0.0,19.0,21.0,21.0,,,22.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.23066390585333674,True,0.5944756707744032,22.0,21.0,remedy_supported,22.0,,44.0,44.0,0,1,equal,2,3
70:0,70,3,0,0,0.0,0.0,,3.0,,3.0,,4.0,cancelled_by_resolution,successful,4.0,e,1.0,d+e,resolved,0.43268303352908905,True,0.5944756707744032,4.0,4.0,,,4.0,4.0,4.0,0,1,equal,2,3
71:0,71,3,0,0,0.0,6.0,22.0,9.0,,9.0,,10.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6409255871700263,True,0.5944756707744032,22.0,10.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
72:0,72,3,0,0,0.0,0.0,22.0,4.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.56746489995568,True,0.5944756707744032,22.0,4.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
74:0,74,3,0,0,0.0,0.0,23.0,4.0,,4.0,24.0,5.0,successful,closed_unresolved,24.0,d,1.0,d+e,resolved,0.8267394215140826,True,0.5944756707744032,24.0,5.0,remedy_supported,24.0,24.0,24.0,24.0,0,1,equal,2,3
75:0,75,5,0,0,0.0,0.0,,3.0,,3.0,,4.0,cancelled_by_resolution,successful,4.0,e,1.0,d+e,resolved,0.6071267021338925,True,0.5418355730740612,4.0,4.0,,,4.0,4.0,4.0,1,1,equal,2,3
77:0,77,5,0,0,0.0,0.0,23.0,4.0,,4.0,,5.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.7820386878678354,True,0.5418355730740612,23.0,5.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
78:0,78,1,0,0,0.0,9.0,24.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.27791540070764476,True,0.5719954997806675,24.0,12.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
79:0,79,5,0,0,0.0,,24.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.41382223294609377,True,0.5418355730740612,24.0,,no_remedy,,,44.0,44.0,1,1,equal,2,3
80:0,80,0,0,0,0.0,10.0,25.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7992674116600076,True,0.4542424449593061,25.0,12.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
81:0,81,0,0,0,0.0,7.0,25.0,10.0,,,26.0,,successful,closed_unresolved,26.0,d,1.0,d,resolved,0.43736152448767146,True,0.4542424449593061,26.0,10.0,remedy_supported,26.0,26.0,26.0,26.0,2,1,equal,2,3
82:0,82,4,0,0,0.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.33844807359651286,True,0.43745081141156206,26.0,,no_remedy,,,44.0,44.0,2,1,equal,2,3
83:0,83,5,0,0,0.0,8.0,,11.0,,11.0,,12.0,cancelled_by_resolution,successful,12.0,e,1.0,d,resolved,0.779176880177405,True,0.5418355730740612,12.0,12.0,,,12.0,12.0,12.0,1,1,equal,2,3
84:0,84,4,0,0,0.0,,26.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.85956627914947,True,0.43745081141156206,26.0,,no_remedy,,,44.0,44.0,2,1,equal,2,3
85:0,85,2,0,0,0.0,0.0,27.0,5.0,,5.0,28.0,6.0,successful,closed_unresolved,28.0,d,1.0,d+e,resolved,0.8054680310666391,True,0.4,28.0,6.0,remedy_supported,28.0,28.0,28.0,28.0,0,1,equal,2,3
86:0,86,3,0,0,0.0,,27.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7524651940914366,True,0.5944756707744032,27.0,,no_remedy,,,44.0,44.0,0,1,equal,2,3
89:0,89,5,0,0,0.0,6.0,,8.0,,8.0,,9.0,cancelled_by_resolution,successful,9.0,e,1.0,d,resolved,0.6738231609383234,True,0.5418355730740612,9.0,9.0,,,9.0,9.0,9.0,1,1,equal,2,3
91:0,91,2,0,0,0.0,7.0,28.0,11.0,,,29.0,,successful,closed_unresolved,29.0,d,1.0,d,resolved,0.4861740645245945,True,0.4,29.0,11.0,remedy_supported,29.0,29.0,29.0,29.0,0,1,equal,2,3
92:0,92,2,0,0,0.0,,28.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3468122593697689,True,0.4,28.0,,no_remedy,,,44.0,44.0,0,1,equal,2,3
93:0,93,1,0,0,0.0,8.0,29.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2764916091342302,True,0.5719954997806675,29.0,11.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
95:0,95,4,0,0,0.0,6.0,29.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.49195398443056704,True,0.43745081141156206,29.0,8.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
97:0,97,2,0,0,0.0,,30.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9025808686078844,True,0.4,30.0,,no_remedy,,,44.0,44.0,0,1,equal,2,3
100:0,100,4,0,0,0.0,24.0,30.0,26.0,,26.0,,27.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.47924428261997154,True,0.43745081141156206,30.0,27.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
102:0,102,5,0,0,0.0,9.0,31.0,13.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3987521543076027,True,0.5418355730740612,31.0,13.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
103:0,103,4,0,0,,0.0,,3.0,,3.0,,4.0,unused,successful,4.0,e,1.0,e,resolved,0.7317922249751685,True,0.43745081141156206,,4.0,,,4.0,4.0,4.0,2,1,equal,2,3
104:0,104,4,0,0,0.0,6.0,31.0,8.0,,,32.0,,successful,closed_unresolved,32.0,d,1.0,d,resolved,0.4489270361175008,True,0.43745081141156206,32.0,8.0,remedy_supported,32.0,32.0,32.0,32.0,2,1,equal,2,3
105:0,105,5,0,0,0.0,0.0,32.0,4.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.3423370358619502,True,0.5418355730740612,32.0,4.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
106:0,106,1,0,0,0.0,0.0,,5.0,,5.0,,6.0,cancelled_by_resolution,successful,6.0,e,1.0,d+e,resolved,0.755788747179085,True,0.5719954997806675,6.0,6.0,,,6.0,6.0,6.0,1,1,equal,2,3
107:0,107,4,0,0,0.0,7.0,32.0,10.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3074355744084997,True,0.43745081141156206,32.0,10.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
109:0,109,0,0,0,0.0,0.0,33.0,3.0,,3.0,,4.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.4490111447914975,True,0.4542424449593061,33.0,4.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
110:0,110,4,0,0,0.0,13.0,,15.0,,15.0,,16.0,cancelled_by_resolution,successful,16.0,e,1.0,d,resolved,0.5525806308252321,True,0.43745081141156206,16.0,16.0,,,16.0,16.0,16.0,2,1,equal,2,3
112:0,112,2,0,0,5.0,0.0,35.0,5.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.28529887260822273,True,0.4,35.0,5.0,no_remedy,,,44.0,44.0,0,1,equal,2,3
113:0,113,4,0,0,0.0,0.0,33.0,4.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.32249880265396025,True,0.43745081141156206,33.0,4.0,no_remedy,,,44.0,44.0,2,1,equal,2,3
114:0,114,5,0,0,0.0,12.0,34.0,14.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3158422657579534,True,0.5418355730740612,34.0,14.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
116:0,116,5,0,0,0.0,0.0,34.0,5.0,,5.0,,6.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.7301393218312968,True,0.5418355730740612,34.0,6.0,no_remedy,,,44.0,44.0,1,1,equal,2,3
118:0,118,1,0,0,0.0,10.0,,13.0,,13.0,,14.0,cancelled_by_resolution,successful,14.0,e,1.0,d,resolved,0.5376293835218275,True,0.5719954997806675,14.0,14.0,,,14.0,14.0,14.0,1,1,equal,2,3
2:0,2,1,0,0,0.0,7.0,2.0,18.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6002803291124421,True,0.5719954997806675,2.0,18.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
4:0,4,0,0,0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.6584702050529772,True,0.4542424449593061,3.0,,remedy_supported,3.0,3.0,3.0,3.0,0,1,equal,2,1
8:0,8,1,0,0,0.0,4.0,3.0,12.0,,12.0,,13.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3573420587320577,True,0.5719954997806675,3.0,13.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
9:0,9,0,0,0,0.0,0.0,3.0,2.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.36983760598573145,True,0.4542424449593061,3.0,2.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
10:0,10,3,0,0,0.0,4.0,4.0,13.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.25453017698401936,True,0.5944756707744032,4.0,13.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
14:0,14,2,0,0,0.0,5.0,4.0,13.0,,13.0,,14.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6132437915777511,True,0.4,4.0,14.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
16:0,16,2,0,0,0.0,7.0,5.0,18.0,,,6.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3690615552667403,True,0.4,6.0,18.0,remedy_supported,6.0,,44.0,44.0,0,1,equal,2,1
17:0,17,2,0,0,0.0,0.0,5.0,2.0,,,6.0,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.3643961463176572,True,0.4,6.0,2.0,remedy_supported,6.0,,44.0,44.0,0,1,equal,2,1
18:0,18,4,0,0,0.0,7.0,6.0,19.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.35659188592267627,True,0.43745081141156206,6.0,19.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
19:0,19,3,0,0,0.0,7.0,6.0,19.0,,19.0,,20.0,closed_unresolved,successful,20.0,e,1.0,d,resolved,0.3969251565240546,True,0.5944756707744032,6.0,20.0,no_remedy,,20.0,20.0,20.0,0,1,equal,2,1
20:0,20,4,0,0,0.0,0.0,7.0,3.0,,,8.0,,successful,closed_unresolved,8.0,d,1.0,d+e,resolved,0.8897476499213339,True,0.43745081141156206,8.0,3.0,remedy_supported,8.0,8.0,8.0,8.0,0,1,equal,2,1
21:0,21,2,0,0,0.0,6.0,7.0,,,,8.0,,successful,cancelled_by_resolution,8.0,d,1.0,d,resolved,0.7015528764532439,True,0.4,8.0,8.0,remedy_supported,8.0,8.0,8.0,8.0,0,1,equal,2,1
22:0,22,1,0,0,0.0,24.0,8.0,32.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7013308659219586,True,0.5719954997806675,8.0,32.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
23:0,23,2,0,0,0.0,6.0,8.0,,,,9.0,,successful,cancelled_by_resolution,9.0,d,1.0,d,resolved,0.4904907369557601,True,0.4,9.0,9.0,remedy_supported,9.0,9.0,9.0,9.0,0,1,equal,2,1
24:0,24,5,0,0,0.0,,9.0,,,,10.0,,successful,unused,10.0,d,1.0,d,resolved,0.4401791774018371,True,0.5418355730740612,10.0,,remedy_supported,10.0,10.0,10.0,10.0,0,1,equal,2,1
25:0,25,1,0,0,0.0,6.0,9.0,,,,10.0,,successful,cancelled_by_resolution,10.0,d,1.0,d,resolved,0.27859164948760795,True,0.5719954997806675,10.0,10.0,remedy_supported,10.0,10.0,10.0,10.0,0,1,equal,2,1
26:0,26,0,0,0,0.0,22.0,10.0,32.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6619410264868402,True,0.4542424449593061,10.0,32.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
29:0,29,0,0,0,0.0,8.0,10.0,24.0,,,11.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3086847481545319,True,0.4542424449593061,11.0,24.0,remedy_supported,11.0,,44.0,44.0,0,1,equal,2,1
30:0,30,2,0,0,0.0,,11.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4816373162304185,True,0.4,11.0,,no_remedy,,,44.0,44.0,0,1,equal,2,1
31:0,31,3,0,0,0.0,7.0,11.0,20.0,,20.0,,21.0,closed_unresolved,successful,21.0,e,1.0,d,resolved,0.21637578878336683,True,0.5944756707744032,11.0,21.0,no_remedy,,21.0,21.0,21.0,0,1,equal,2,1
32:0,32,2,0,0,0.0,7.0,12.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4053585240262192,True,0.4,12.0,20.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
33:0,33,2,0,0,0.0,10.0,12.0,27.0,,,13.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9540608125716827,True,0.4,13.0,27.0,remedy_supported,13.0,,44.0,44.0,0,1,equal,2,1
36:0,36,2,0,0,0.0,0.0,13.0,3.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.48411365745081947,True,0.4,13.0,3.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
37:0,37,0,0,0,0.0,15.0,13.0,30.0,,30.0,14.0,31.0,closed_unresolved,successful,31.0,e,1.0,d,resolved,0.9908677236327148,True,0.4542424449593061,14.0,31.0,remedy_supported,14.0,31.0,31.0,31.0,0,1,equal,2,1
38:0,38,0,0,0,0.0,8.0,14.0,,,,15.0,,successful,cancelled_by_resolution,15.0,d,1.0,d,resolved,0.2934303407450385,True,0.4542424449593061,15.0,15.0,remedy_supported,15.0,15.0,15.0,15.0,0,1,equal,2,1
39:0,39,1,0,0,0.0,16.0,14.0,30.0,,30.0,,31.0,closed_unresolved,successful,31.0,e,1.0,d,resolved,0.7202535604388898,True,0.5719954997806675,14.0,31.0,no_remedy,,31.0,31.0,31.0,0,1,equal,2,1
40:0,40,4,0,0,0.0,25.0,15.0,33.0,,33.0,,34.0,closed_unresolved,successful,34.0,e,1.0,d,resolved,0.6617603489525259,True,0.43745081141156206,15.0,34.0,no_remedy,,34.0,34.0,34.0,0,1,equal,2,1
41:0,41,1,0,0,0.0,0.0,15.0,4.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.3391087769708814,True,0.5719954997806675,15.0,4.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
42:0,42,5,0,0,0.0,6.0,16.0,15.0,,15.0,17.0,16.0,cancelled_by_resolution,successful,16.0,e,1.0,d,resolved,0.5558881108850464,True,0.5418355730740612,16.0,16.0,remedy_supported,,16.0,16.0,16.0,0,1,equal,2,1
47:0,47,4,0,0,0.0,14.0,16.0,29.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3540713688942712,True,0.43745081141156206,16.0,29.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
48:0,48,4,0,0,0.0,11.0,17.0,27.0,,27.0,,28.0,closed_unresolved,successful,28.0,e,1.0,d,resolved,0.6661381974322441,True,0.43745081141156206,17.0,28.0,no_remedy,,28.0,28.0,28.0,0,1,equal,2,1
49:0,49,2,0,0,0.0,25.0,17.0,33.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8588062818637103,True,0.4,17.0,33.0,no_remedy,,,44.0,44.0,0,1,equal,2,1
50:0,50,0,0,0,0.0,,18.0,,,,19.0,,successful,unused,19.0,d,1.0,d,resolved,0.7075976919536366,True,0.4542424449593061,19.0,,remedy_supported,19.0,19.0,19.0,19.0,0,1,equal,2,1
51:0,51,0,0,0,0.0,8.0,18.0,,,,19.0,,successful,cancelled_by_resolution,19.0,d,1.0,d,resolved,0.464989006142838,True,0.4542424449593061,19.0,19.0,remedy_supported,19.0,19.0,19.0,19.0,0,1,equal,2,1
