seed,employee,mirrored
2,71,True
2,72,True
2,73,True
2,74,True
2,75,True
2,76,True
2,77,True
2,78,True
2,79,True
2,80,True
2,81,True
2,82,True
2,83,True
2,84,True
2,85,True
2,86,True
2,87,True
2,88,True
2,89,True
2,90,True
2,91,True
2,92,True
2,93,True
2,94,True
2,95,True
2,96,True
2,97,True
2,98,True
2,99,True
2,100,True
2,101,True
2,102,True
2,103,True
2,104,True
2,105,True
2,106,True
2,107,True
2,108,True
2,109,True
2,110,True
2,111,True
2,112,True
2,113,True
2,114,True
2,115,True
2,116,True
2,117,True
2,118,True
2,119,True
3,0,True
3,1,True
3,2,True
3,3,True
3,4,True
3,5,True
3,6,True
3,7,True
3,8,True
3,9,True
3,10,True
3,11,True
3,12,True
3,13,True
3,14,True
3,15,True
3,16,True
3,17,True
3,18,True
3,19,True
3,20,True
3,21,True
3,22,True
3,23,True
3,24,True
3,25,True
3,26,True
3,27,True
3,28,True
3,29,True
3,30,True
3,31,True
3,32,True
3,33,True
3,34,True
3,35,True
3,36,True
3,37,True
3,38,True
3,39,True
3,40,True
3,41,True
3,42,True
3,43,True
3,44,True
3,45,True
3,46,True
3,47,True
3,48,True
3,49,True
3,50,True
3,51,True
3,52,True
3,53,True
3,54,True
3,55,True
3,56,True
3,57,True
3,58,True
3,59,True
3,60,True
3,61,True
3,62,True
3,63,True
3,64,True
3,65,True
3,66,True
3,67,True
3,68,True
3,69,True
3,70,True
3,71,True
3,72,True
3,73,True
3,74,True
3,75,True
3,76,True
3,77,True
3,78,True
3,79,True
3,80,True
3,81,True
3,82,True
3,83,True
3,84,True
3,85,True
3,86,True
3,87,True
3,88,True
3,89,True
3,90,True
3,91,True
3,92,True
3,93,True
3,94,True
3,95,True
3,96,True
3,97,True
3,98,True
3,99,True
3,100,True
3,101,True
3,102,True
3,103,True
3,104,True
3,105,True
3,106,True
3,107,True
3,108,True
3,109,True
3,110,True
3,111,True
3,112,True
3,113,True
3,114,True
3,115,True
3,116,True
3,117,True
3,118,True
3,119,True
4,0,True
4,1,True
4,2,True
4,3,True
4,4,True
4,5,True
4,6,True
4,7,True
4,8,True
4,9,True
4,10,True
4,11,True
4,12,True
4,13,True
4,14,True
4,15,True
4,16,True
4,17,True
4,18,True
4,19,True
4,20,True
4,21,True
4,22,True
4,23,True
4,24,True
4,25,True
4,26,True
4,27,True
4,28,True
4,29,True
4,30,True
4,31,True
4,32,True
4,33,True
4,34,True
4,35,True
4,36,True
4,37,True
4,38,True
4,39,True
4,40,True
4,41,True
4,42,True
4,43,True
4,44,True
4,45,True
4,46,True
4,47,True
4,48,True
4,49,True
4,50,True
4,51,True
4,52,True
4,53,True
4,54,True
4,55,True
4,56,True
4,57,True
4,58,True
4,59,True
4,60,True
4,61,True
4,62,True
4,63,True
4,64,True
4,65,True
4,66,True
4,67,True
4,68,True
4,69,True
4,70,True
4,71,True
4,72,True
4,73,True
4,74,True
4,75,True
4,76,True
4,77,True
4,78,True
4,79,True
4,80,True
4,81,True
4,82,True
4,83,True
4,84,True
4,85,True
4,86,True
4,87,True
4,88,True
4,89,True
4,90,True
4,91,True
4,92,True
4,93,True
4,94,True
4,95,True
4,96,True
4,97,True
4,98,True
4,99,True
4,100,True
4,101,True
4,102,True
4,103,True
4,104,True
4,105,True
4,106,True
4,107,True
4,108,True
4,109,True
4,110,True
4,111,True
4,112,True
4,113,True
4,114,True
4,115,True
4,116,True
4,117,True
4,118,True
4,119,True
5,0,True
5,1,True
5,2,True
5,3,True
5,4,True
5,5,True
5,6,True
5,7,True
5,8,True
5,9,True
5,10,True
5,11,True
5,12,True
5,13,True
5,14,True
5,15,True
5,16,True
5,17,True
5,18,True
5,19,True
5,20,True
5,21,True
5,22,True
5,23,True
5,24,True
5,25,True
5,26,True
5,27,True
5,28,True
5,29,True
5,30,True
5,31,True
5,32,True
5,33,True
5,34,True
5,35,True
5,36,True
5,37,True
5,38,True
5,39,True
5,40,True
5,41,True
5,42,True
5,43,True
5,44,True
5,45,True
5,46,True
5,47,True
5,48,True
5,49,True
5,50,True
5,51,True
5,52,True
5,53,True
5,54,True
5,55,True
5,56,True
5,57,True
5,58,True
5,59,True
5,60,True
5,61,True
5,62,True
5,63,True
5,64,True
5,65,True
5,66,True
5,67,True
5,68,True
5,69,True
5,70,True
5,71,True
5,72,True
5,73,True
5,74,True
5,75,True
5,76,True
5,77,True
5,78,True
5,79,True
5,80,True
5,81,True
5,82,True
5,83,True
5,84,True
5,85,True
5,86,True
5,87,True
5,88,True
5,89,True
5,90,True
5,91,True
5,92,True
5,93,True
5,94,True
5,95,True
5,96,True
5,97,True
5,98,True
5,99,True
5,100,True
5,101,True
5,102,True
5,103,True
5,104,True
5,105,True
5,106,True
5,107,True
5,108,True
5,109,True
5,110,True
5,111,True
5,112,True
5,113,True
5,114,True
5,115,True
5,116,True
5,117,True
5,118,True
5,119,True
6,0,True
6,1,True
6,2,True
6,3,True
6,4,True
6,5,True
6,6,True
6,7,True
6,8,True
6,9,True
6,10,True
6,11,True
6,12,True
6,13,True
6,14,True
6,15,True
6,16,True
6,17,True
6,18,True
6,19,True
6,20,True
6,21,True
6,22,True
6,23,True
6,24,True
6,25,True
6,26,True
6,27,True
6,28,True
6,29,True
6,30,True
6,31,True
6,32,True
6,33,True
6,34,True
6,35,True
6,36,True
6,37,True
6,38,True
6,39,True
6,40,True
6,41,True
6,42,True
6,43,True
6,44,True
6,45,True
6,46,True
6,47,True
6,48,True
6,49,True
6,50,True
6,51,True
6,52,True
6,53,True
6,54,True
6,55,True
6,56,True
6,57,True
6,58,True
6,59,True
6,60,True
6,61,True
6,62,True
6,63,True
6,64,True
6,65,True
6,66,True
6,67,True
6,68,True
6,69,True
6,70,True
6,71,True
6,72,True
6,73,True
6,74,True
6,75,True
6,76,True
6,77,True
6,78,True
6,79,True
6,80,True
6,81,True
6,82,True
6,83,True
6,84,True
6,85,True
6,86,True
6,87,True
6,88,True
6,89,True
6,90,True
6,91,True
6,92,True
6,93,True
6,94,True
6,95,True
6,96,True
6,97,True
6,98,True
6,99,True
6,100,True
6,101,True
6,102,True
6,103,True
6,104,True
6,105,True
6,106,True
6,107,True
6,108,True
6,109,True
6,110,True
6,111,True
6,112,True
6,113,True
6,114,True
6,115,True
6,116,True
6,117,True
6,118,True
6,119,True
7,0,True
7,1,True
7,2,True
7,3,True
7,4,True
7,5,True
7,6,True
7,7,True
7,8,True
7,9,True
7,10,True
7,11,True
7,12,True
7,13,True
7,14,True
7,15,True
7,16,True
7,17,True
7,18,True
7,19,True
7,20,True
7,21,True
7,22,True
7,23,True
7,24,True
7,25,True
7,26,True
7,27,True
7,28,True
7,29,True
7,30,True
7,31,True
7,32,True
7,33,True
7,34,True
7,35,True
7,36,True
7,37,True
7,38,True
7,39,True
7,40,True
7,41,True
7,42,True
7,43,True
7,44,True
7,45,True
7,46,True
7,47,True
7,48,True
7,49,True
7,50,True
7,51,True
7,52,True
7,53,True
7,54,True
7,55,True
7,56,True
7,57,True
7,58,True
7,59,True
7,60,True
7,61,True
7,62,True
7,63,True
7,64,True
7,65,True
7,66,True
7,67,True
7,68,True
7,69,True
7,70,True
7,71,True
7,72,True
7,73,True
7,74,True
7,75,True
7,76,True
7,77,True
7,78,True
7,79,True
7,80,True
7,81,True
7,82,True
7,83,True
7,84,True
7,85,True
7,86,True
7,87,True
7,88,True
7,89,True
7,90,True
7,91,True
7,92,True
7,93,True
7,94,True
7,95,True
7,96,True
7,97,True
7,98,True
7,99,True
7,100,True
7,101,True
7,102,True
7,103,True
7,104,True
7,105,True
7,106,True
7,107,True
7,108,True
7,109,True
7,110,True
7,111,True
7,112,True
7,113,True
7,114,True
7,115,True
7,116,True
7,117,True
7,118,True
7,119,True
8,0,True
8,1,True
8,2,True
8,3,True
8,4,True
8,5,True
8,6,True
8,7,True
8,8,True
8,9,True
8,10,True
8,11,True
8,12,True
8,13,True
8,14,True
8,15,True
8,16,True
8,17,True
8,18,True
8,19,True
8,20,True
8,21,True
8,22,True
8,23,True
8,24,True
8,25,True
8,26,True
8,27,True
8,28,True
8,29,True
8,30,True
8,31,True
8,32,True
8,33,True
8,34,True
8,35,True
8,36,True
8,37,True
8,38,True
8,39,True
8,40,True
8,41,True
8,42,True
8,43,True
8,44,True
8,45,True
8,46,True
8,47,True
8,48,True
8,49,True
8,50,True
8,51,True
8,52,True
8,53,True
8,54,True
8,55,True
8,56,True
8,57,True
8,58,True
8,59,True
8,60,True
8,61,True
8,62,True
8,63,True
8,64,True
8,65,True
8,66,True
8,67,True
8,68,True
8,69,True
8,70,True
8,71,True
8,72,True
8,73,True
8,74,True
8,75,True
8,76,True
8,77,True
8,78,True
8,79,True
8,80,True
8,81,True
8,82,True
8,83,True
8,84,True
8,85,True
8,86,True
8,87,True
8,88,True
8,89,True
8,90,True
8,91,True
8,92,True
8,93,True
8,94,True
8,95,True
8,96,True
8,97,True
8,98,True
8,99,True
8,100,True
8,101,True
8,102,True
8,103,True
8,104,True
8,105,True
8,106,True
8,107,True
8,108,True
8,109,True
8,110,True
8,111,True
8,112,True
8,113,True
8,114,True
8,115,True
8,116,True
8,117,True
8,118,True
8,119,True
9,0,True
9,1,True
9,2,True
9,3,True
9,4,True
9,5,True
9,6,True
9,7,True
9,8,True
9,9,True
9,10,True
9,11,True
9,12,True
9,13,True
9,14,True
9,15,True
9,16,True
9,17,True
9,18,True
9,19,True
9,20,True
9,21,True
9,22,True
9,23,True
9,24,True
9,25,True
9,26,True
9,27,True
9,28,True
9,29,True
9,30,True
9,31,True
9,32,True
9,33,True
9,34,True
9,35,True
9,36,True
9,37,True
9,38,True
9,39,True
9,40,True
9,41,True
9,42,True
9,43,True
9,44,True
9,45,True
9,46,True
9,47,True
9,48,True
9,49,True
9,50,True
9,51,True
9,52,True
9,53,True
9,54,True
9,55,True
9,56,True
9,57,True
9,58,True
9,59,True
9,60,True
9,61,True
9,62,True
9,63,True
9,64,True
9,65,True
9,66,True
9,67,True
9,68,True
9,69,True
9,70,True
9,71,True
9,72,True
9,73,True
9,74,True
9,75,True
9,76,True
9,77,True
9,78,True
9,79,True
9,80,True
9,81,True
9,82,True
9,83,True
9,84,True
9,85,True
9,86,True
9,87,True
9,88,True
9,89,True
9,90,True
9,91,True
9,92,True
9,93,True
9,94,True
9,95,True
9,96,True
9,97,True
9,98,True
9,99,True
9,100,True
9,101,True
9,102,True
9,103,True
9,104,True
9,105,True
9,106,True
9,107,True
9,108,True
9,109,True
9,110,True
9,111,True
9,112,True
9,113,True
9,114,True
9,115,True
9,116,True
9,117,True
9,118,True
9,119,True
10,0,True
10,1,True
10,2,True
10,3,True
10,4,True
10,5,True
10,6,True
10,7,True
10,8,True
10,9,True
10,10,True
10,11,True
10,12,True
10,13,True
10,14,True
10,15,True
10,16,True
10,17,True
10,18,True
10,19,True
10,20,True
10,21,True
10,22,True
10,23,True
10,24,True
10,25,True
10,26,True
10,27,True
10,28,True
10,29,True
10,30,True
10,31,True
10,32,True
10,33,True
10,34,True
10,35,True
10,36,True
10,37,True
10,38,True
10,39,True
10,40,True
10,41,True
10,42,True
10,43,True
10,44,True
10,45,True
10,46,True
10,47,True
10,48,True
10,49,True
10,50,True
10,51,True
10,52,True
10,53,True
10,54,True
10,55,True
10,56,True
10,57,True
10,58,True
10,59,True
10,60,True
10,61,True
10,62,True
10,63,True
10,64,True
10,65,True
10,66,True
10,67,True
10,68,True
10,69,True
10,70,True
10,71,True
10,72,True
10,73,True
10,74,True
10,75,True
10,76,True
10,77,True
10,78,True
10,79,True
10,80,True
10,81,True
10,82,True
10,83,True
10,84,True
10,85,True
10,86,True
10,87,True
10,88,True
10,89,True
10,90,True
10,91,True
10,92,True
10,93,True
10,94,True
10,95,True
10,96,True
10,97,True
10,98,True
10,99,True
10,100,True
10,101,True
10,102,True
10,103,True
10,104,True
10,105,True
10,106,True
10,107,True
10,108,True
10,109,True
10,110,True
10,111,True
10,112,True
10,113,True
10,114,True
10,115,True
10,116,True
10,117,True
10,118,True
10,119,True
11,0,True
11,1,True
11,2,True
11,3,True
11,4,True
11,5,True
11,6,True
11,7,True
11,8,True
11,9,True
11,10,True
11,11,True
11,12,True
11,13,True
11,14,True
11,15,True
11,16,True
11,17,True
11,18,True
11,19,True
11,20,True
11,21,True
11,22,True
11,23,True
11,24,True
11,25,True
11,26,True
11,27,True
11,28,True
11,29,True
11,30,True
11,31,True
11,32,True
11,33,True
11,34,True
11,35,True
11,36,True
11,37,True
11,38,True
11,39,True
11,40,True
11,41,True
11,42,True
11,43,True
11,44,True
11,45,True
11,46,True
11,47,True
11,48,True
11,49,True
11,50,True
11,51,True
11,52,True
11,53,True
11,54,True
11,55,True
11,56,True
11,57,True
11,58,True
11,59,True
11,60,True
11,61,True
11,62,True
11,63,True
11,64,True
11,65,True
11,66,True
11,67,True
11,68,True
11,69,True
11,70,True
11,71,True
11,72,True
11,73,True
11,74,True
11,75,True
11,76,True
11,77,True
11,78,True
11,79,True
11,80,True
11,81,True
11,82,True
11,83,True
11,84,True
11,85,True
11,86,True
11,87,True
11,88,True
11,89,True
11,90,True
11,91,True
11,92,True
11,93,True
11,94,True
11,95,True
11,96,True
11,97,True
11,98,True
11,99,True
11,100,True
11,101,True
11,102,True
11,103,True
11,104,True
11,105,True
11,106,True
11,107,True
11,108,True
11,109,True
11,110,True
11,111,True
11,112,True
11,113,True
11,114,True
11,115,True
11,116,True
11,117,True
11,118,True
11,119,True
12,0,True
12,1,True
12,2,True
12,3,True
12,4,True
12,5,True
12,6,True
12,7,True
12,8,True
12,9,True
12,10,True
12,11,True
12,12,True
12,13,True
12,14,True
12,15,True
12,16,True
12,17,True
12,18,True
12,19,True
12,20,True
12,21,True
12,22,True
12,23,True
12,24,True
12,25,True
12,26,True
12,27,True
12,28,True
12,29,True
12,30,True
12,31,True
12,32,True
12,33,True
12,34,True
12,35,True
12,36,True
12,37,True
12,38,True
12,39,True
12,40,True
12,41,True
12,42,True
12,43,True
12,44,True
12,45,True
12,46,True
12,47,True
12,48,True
12,49,True
12,50,True
12,51,True
12,52,True
12,53,True
12,54,True
12,55,True
12,56,True
12,57,True
12,58,True
12,59,True
12,60,True
12,61,True
12,62,True
12,63,True
12,64,True
12,65,True
12,66,True
12,67,True
12,68,True
12,69,True
12,70,True
12,71,True
12,72,True
12,73,True
12,74,True
12,75,True
12,76,True
12,77,True
12,78,True
12,79,True
12,80,True
12,81,True
12,82,True
12,83,True
12,84,True
12,85,True
12,86,True
12,87,True
12,88,True
12,89,True
12,90,True
12,91,True
12,92,True
12,93,True
12,94,True
12,95,True
12,96,True
12,97,True
12,98,True
12,99,True
12,100,True
12,101,True
12,102,True
12,103,True
12,104,True
12,105,True
12,106,True
12,107,True
12,108,True
12,109,True
12,110,True
12,111,True
12,112,True
12,113,True
12,114,True
12,115,True
12,116,True
12,117,True
12,118,True
12,119,True
13,0,True
13,1,True
13,2,True
13,3,True
13,4,True
13,5,True
13,6,True
13,7,True
13,8,True
13,9,True
13,10,True
13,11,True
13,12,True
13,13,True
13,14,True
13,15,True
13,16,True
13,17,True
13,18,True
13,19,True
13,20,True
13,21,True
13,22,True
13,23,True
13,24,True
13,25,True
13,26,True
13,27,True
13,28,True
13,29,True
13,30,True
13,31,True
13,32,True
13,33,True
13,34,True
13,35,True
13,36,True
13,37,True
13,38,True
13,39,True
13,40,True
13,41,True
13,42,True
13,43,True
13,44,True
13,45,True
13,46,True
13,47,True
13,48,True
13,49,True
13,50,True
13,51,True
13,52,True
13,53,True
13,54,True
13,55,True
13,56,True
13,57,True
13,58,True
13,59,True
13,60,True
13,61,True
13,62,True
13,63,True
13,64,True
13,65,True
13,66,True
13,67,True
13,68,True
13,69,True
13,70,True
13,71,True
13,72,True
13,73,True
13,74,True
13,75,True
13,76,True
13,77,True
13,78,True
13,79,True
13,80,True
13,81,True
13,82,True
13,83,True
13,84,True
13,85,True
13,86,True
13,87,True
13,88,True
13,89,True
13,90,True
13,91,True
13,92,True
13,93,True
13,94,True
13,95,True
13,96,True
13,97,True
13,98,True
13,99,True
13,100,True
13,101,True
13,102,True
13,103,True
13,104,True
13,105,True
13,106,True
13,107,True
13,108,True
13,109,True
13,110,True
13,111,True
13,112,True
13,113,True
13,114,True
13,115,True
13,116,True
13,117,True
13,118,True
13,119,True
14,0,True
14,1,True
14,2,True
14,3,True
14,4,True
14,5,True
14,6,True
14,7,True
14,8,True
14,9,True
14,10,True
14,11,True
14,12,True
14,13,True
14,14,True
14,15,True
14,16,True
14,17,True
14,18,True
14,19,True
14,20,True
14,21,True
14,22,True
14,23,True
14,24,True
14,25,True
14,26,True
14,27,True
14,28,True
14,29,True
14,30,True
14,31,True
14,32,True
14,33,True
14,34,True
14,35,True
14,36,True
14,37,True
14,38,True
14,39,True
14,40,True
14,41,True
14,42,True
14,43,True
14,44,True
14,45,True
14,46,True
14,47,True
14,48,True
14,49,True
14,50,True
14,51,True
14,52,True
14,53,True
14,54,True
14,55,True
14,56,True
14,57,True
14,58,True
14,59,True
14,60,True
14,61,True
14,62,True
14,63,True
14,64,True
14,65,True
14,66,True
14,67,True
14,68,True
14,69,True
14,70,True
14,71,True
14,72,True
14,73,True
14,74,True
14,75,True
14,76,True
14,77,True
14,78,True
14,79,True
14,80,True
14,81,True
14,82,True
14,83,True
14,84,True
14,85,True
14,86,True
14,87,True
14,88,True
14,89,True
14,90,True
14,91,True
14,92,True
14,93,True
14,94,True
14,95,True
14,96,True
14,97,True
14,98,True
14,99,True
14,100,True
14,101,True
14,102,True
14,103,True
14,104,True
14,105,True
14,106,True
14,107,True
14,108,True
14,109,True
14,110,True
14,111,True
14,112,True
14,113,True
14,114,True
14,115,True
14,116,True
14,117,True
14,118,True
14,119,True
15,0,True
15,1,True
15,2,True
15,3,True
15,4,True
15,5,True
15,6,True
15,7,True
15,8,True
15,9,True
15,10,True
15,11,True
15,12,True
15,13,True
15,14,True
15,15,True
15,16,True
15,17,True
15,18,True
15,19,True
15,20,True
15,21,True
15,22,True
15,23,True
15,24,True
15,25,True
15,26,True
15,27,True
15,28,True
15,29,True
15,30,True
15,31,True
15,32,True
15,33,True
15,34,True
15,35,True
15,36,True
15,37,True
15,38,True
15,39,True
15,40,True
15,41,True
15,42,True
15,43,True
15,44,True
15,45,True
15,46,True
15,47,True
15,48,True
15,49,True
15,50,True
15,51,True
15,52,True
15,53,True
15,54,True
15,55,True
15,56,True
15,57,True
15,58,True
15,59,True
15,60,True
15,61,True
15,62,True
15,63,True
15,64,True
15,65,True
15,66,True
15,67,True
15,68,True
15,69,True
15,70,True
15,71,True
15,72,True
15,73,True
15,74,True
15,75,True
15,76,True
15,77,True
15,78,True
15,79,True
15,80,True
15,81,True
15,82,True
15,83,True
15,84,True
15,85,True
15,86,True
15,87,True
15,88,True
15,89,True
15,90,True
15,91,True
15,92,True
15,93,True
15,94,True
15,95,True
15,96,True
15,97,True
15,98,True
15,99,True
15,100,True
15,101,True
15,102,True
15,103,True
15,104,True
15,105,True
15,106,True
15,107,True
15,108,True
15,109,True
15,110,True
15,111,True
15,112,True
15,113,True
15,114,True
15,115,True
15,116,True
15,117,True
15,118,True
15,119,True
16,0,True
16,1,True
16,2,True
16,3,True
16,4,True
16,5,True
16,6,True
16,7,True
16,8,True
16,9,True
16,10,True
16,11,True
16,12,True
16,13,True
16,14,True
16,15,True
16,16,True
16,17,True
16,18,True
16,19,True
16,20,True
16,21,True
16,22,True
16,23,True
16,24,True
16,25,True
16,26,True
16,27,True
16,28,True
16,29,True
16,30,True
16,31,True
16,32,True
16,33,True
16,34,True
16,35,True
16,36,True
16,37,True
16,38,True
16,39,True
16,40,True
16,41,True
16,42,True
16,43,True
16,44,True
16,45,True
16,46,True
16,47,True
16,48,True
16,49,True
16,50,True
16,51,True
16,52,True
16,53,True
16,54,True
16,55,True
16,56,True
16,57,True
16,58,True
16,59,True
16,60,True
16,61,True
16,62,True
16,63,True
16,64,True
16,65,True
16,66,True
16,67,True
16,68,True
16,69,True
16,70,True
16,71,True
16,72,True
16,73,True
16,74,True
16,75,True
16,76,True
16,77,True
16,78,True
16,79,True
16,80,True
16,81,True
16,82,True
16,83,True
16,84,True
16,85,True
16,86,True
16,87,True
16,88,True
16,89,True
16,90,True
16,91,True
16,92,True
16,93,True
16,94,True
16,95,True
16,96,True
16,97,True
16,98,True
16,99,True
16,100,True
16,101,True
16,102,True
16,103,True
16,104,True
16,105,True
16,106,True
16,107,True
16,108,True
16,109,True
16,110,True
16,111,True
16,112,True
16,113,True
16,114,True
16,115,True
16,116,True
16,117,True
16,118,True
16,119,True
17,0,True
17,1,True
17,2,True
17,3,True
17,4,True
17,5,True
17,6,True
17,7,True
17,8,True
17,9,True
17,10,True
17,11,True
17,12,True
17,13,True
17,14,True
17,15,True
17,16,True
17,17,True
17,18,True
17,19,True
17,20,True
17,21,True
17,22,True
17,23,True
17,24,True
17,25,True
17,26,True
17,27,True
17,28,True
17,29,True
17,30,True
17,31,True
17,32,True
17,33,True
17,34,True
17,35,True
17,36,True
17,37,True
17,38,True
17,39,True
17,40,True
17,41,True
17,42,True
17,43,True
17,44,True
17,45,True
17,46,True
17,47,True
17,48,True
17,49,True
17,50,True
17,51,True
17,52,True
17,53,True
17,54,True
17,55,True
17,56,True
17,57,True
17,58,True
17,59,True
17,60,True
17,61,True
17,62,True
17,63,True
17,64,True
17,65,True
17,66,True
17,67,True
17,68,True
17,69,True
17,70,True
17,71,True
17,72,True
17,73,True
17,74,True
17,75,True
17,76,True
17,77,True
17,78,True
17,79,True
17,80,True
17,81,True
17,82,True
17,83,True
17,84,True
17,85,True
17,86,True
17,87,True
17,88,True
17,89,True
17,90,True
17,91,True
17,92,True
17,93,True
17,94,True
17,95,True
17,96,True
17,97,True
17,98,True
17,99,True
17,100,True
17,101,True
17,102,True
17,103,True
17,104,True
17,105,True
17,106,True
17,107,True
17,108,True
17,109,True
17,110,True
17,111,True
17,112,True
17,113,True
17,114,True
17,115,True
17,116,True
17,117,True
17,118,True
17,119,True
18,0,True
18,1,True
18,2,True
18,3,True
18,4,True
18,5,True
18,6,True
18,7,True
18,8,True
18,9,True
18,10,True
18,11,True
18,12,True
18,13,True
18,14,True
18,15,True
18,16,True
18,17,True
18,18,True
18,19,True
18,20,True
18,21,True
18,22,True
18,23,True
18,24,True
18,25,True
18,26,True
18,27,True
18,28,True
18,29,True
18,30,True
18,31,True
18,32,True
18,33,True
18,34,True
18,35,True
18,36,True
18,37,True
18,38,True
18,39,True
18,40,True
18,41,True
18,42,True
18,43,True
18,44,True
18,45,True
18,46,True
18,47,True
18,48,True
18,49,True
18,50,True
18,51,True
18,52,True
18,53,True
18,54,True
18,55,True
18,56,True
18,57,True
18,58,True
18,59,True
18,60,True
18,61,True
18,62,True
18,63,True
18,64,True
18,65,True
18,66,True
18,67,True
18,68,True
18,69,True
18,70,True
18,71,True
18,72,True
18,73,True
18,74,True
18,75,True
18,76,True
18,77,True
18,78,True
18,79,True
18,80,True
18,81,True
18,82,True
18,83,True
18,84,True
18,85,True
18,86,True
18,87,True
18,88,True
18,89,True
18,90,True
18,91,True
18,92,True
18,93,True
18,94,True
18,95,True
18,96,True
18,97,True
18,98,True
18,99,True
18,100,True
18,101,True
18,102,True
18,103,True
18,104,True
18,105,True
18,106,True
18,107,True
18,108,True
18,109,True
18,110,True
18,111,True
18,112,True
18,113,True
18,114,True
18,115,True
18,116,True
18,117,True
18,118,True
18,119,True
19,0,True
19,1,True
19,2,True
19,3,True
19,4,True
19,5,True
19,6,True
19,7,True
19,8,True
19,9,True
19,10,True
19,11,True
19,12,True
19,13,True
19,14,True
19,15,True
19,16,True
19,17,True
19,18,True
19,19,True
19,20,True
19,21,True
19,22,True
19,23,True
19,24,True
19,25,True
19,26,True
19,27,True
19,28,True
19,29,True
19,30,True
19,31,True
19,32,True
19,33,True
19,34,True
19,35,True
19,36,True
19,37,True
19,38,True
19,39,True
19,40,True
19,41,True
19,42,True
19,43,True
19,44,True
19,45,True
19,46,True
19,47,True
19,48,True
