employee,firm,initial_dispute,reachable,merit,belief_d,belief_e,cost_d,cost_e
36,2,False,True,0.8182345754700908,0.5652534503040145,0.4818779286601022,0.21073833248175836,0.22498973519611792
37,5,True,False,0.9605148714067651,0.6566398133866089,0.6129974511126928,0.23900283811741982,0.19726177659029454
38,3,False,True,0.2689146992545438,0.5223916173118776,0.23034234268442547,0.1287292721028923,0.36846115422212705
39,3,True,True,0.29980267696089175,0.4294577007052264,0.40123949032886885,0.11278642516549683,0.3142410343455689
40,3,False,True,0.4331345245406891,0.5041009921009626,0.5511493870021359,0.1581167785826826,0.27087110426449584
41,1,False,True,0.5770874748534227,0.497974726607252,0.6543576982589816,0.23822795253113194,0.16687783563278974
42,2,True,True,0.5181381035783981,0.3646625997759556,0.5105886369637994,0.20447239480110982,0.16482639385390188
43,0,False,False,0.5356835375439908,0.7298592809140427,0.25780594902177323,0.12553247304643805,0.16720753062533328
44,3,False,False,0.2620641553797891,0.6068701026686099,0.3163305912270624,0.20076058794256785,0.40277918986162564
45,0,True,True,0.9062133005588473,0.6827854347063236,0.45394720501878394,0.2439703896260991,0.1661164392776034
46,2,True,True,0.6022381767052344,0.4624714799644148,0.7309985354481863,0.18523664050489752,0.15567554392335484
47,3,False,True,0.6314282145850316,0.5188126185859157,0.3220725955623125,0.18598384700209225,0.23207157109860732
48,0,False,True,0.7100312980383814,0.7051302970285246,0.4346884192124247,0.1879061853313863,0.36747594058926164
49,2,True,True,0.5966172958732835,0.5412220236875722,0.6798721126082481,0.20702198292046725,0.3550969080079869
50,5,True,True,0.9418125466328746,0.3887471694008642,0.2959172141010521,0.2088022698026999,0.2124178474471884
51,4,False,False,0.9305720564087947,0.7016677653507353,0.49796877206499823,0.26651459608019423,0.22058676220504772
52,1,True,True,0.9696043638289182,0.6875190938505968,0.4955726152694713,0.2476619091839592,0.2339709438701195
53,5,False,True,0.9268903549758172,0.4596442006922833,0.5903766251027689,0.2253103275146531,0.33782513155256083
54,3,True,True,0.9312490218410299,0.36049733782908744,0.4941374144931259,0.25533682668695057,0.3412197200125101
55,1,False,True,0.6382135203351533,0.5470700265220594,0.4104893733474033,0.16725448537040874,0.3045525493072007
56,5,False,True,0.6447517540196053,0.44574358589249047,0.46431071490822673,0.15783468912769075,0.25832824799165044
57,3,True,False,0.5835548832989768,0.41748125850063994,0.4750127356804588,0.11110206952865519,0.17145316688890727
58,0,True,True,0.6648866098493449,0.6198457129212576,0.4353534693538916,0.24863939297565013,0.20532809497258347
59,2,True,True,0.6943385467328902,0.7002922637422113,0.5788467127456309,0.23509445490004036,0.40267072128357945
60,2,True,True,0.6451244971410584,0.5845134400782842,0.698804981681771,0.21802528225456477,0.22323942159545873
61,0,True,True,0.9596398737119458,0.404664180613867,0.4119737750495799,0.2012198617440855,0.3431351479999387
62,1,True,True,0.5080031486909644,0.7237425411252646,0.6926399549714504,0.18924605477548054,0.1589368749570172
63,1,False,True,0.788652220532216,0.539457043574288,0.6553232681865924,0.21833649366951285,0.35903209037576045
64,1,False,True,0.39192050606704254,0.6312541809975102,0.5344303300783134,0.25719479374708204,0.26865842218178193
65,4,False,True,0.30207896300498194,0.3624459272708547,0.5754265022679272,0.1305357622527868,0.2471176029165061
66,4,False,True,0.6125921476645525,0.46338302798712216,0.38751973970538445,0.20207043764355134,0.1434409061371263
67,1,False,True,0.5675959274454592,0.6278056956481709,0.36931059335935473,0.2603809128742981,0.3040669190273823
68,5,True,True,0.6434450740162051,0.4856375652076465,0.40155048481304406,0.26128882804747644,0.28765577552162636
69,0,True,True,0.9149858922629852,0.6022842267235775,0.3748336538495697,0.12522009883263424,0.2509880233786041
70,1,True,True,0.8472291736018014,0.7250418326056267,0.5640301220920094,0.2066890976646894,0.2580273057930491
71,0,True,True,0.5421108680144316,0.6224433221045399,0.5065692430226688,0.1538948840429757,0.22998735625467048
72,2,False,True,0.9579405327403554,0.5761452748318083,0.7005285753000337,0.12118712327041868,0.26427230765276666
73,5,True,True,0.4398843340243584,0.4042068249810523,0.37644672862551515,0.10135193454551357,0.21381812730705063
74,1,False,True,0.9778686565608727,0.3567265134609432,0.6734630759189126,0.18223985792337477,0.1632193237645231
75,3,True,True,0.38056012843572185,0.4230941969831738,0.45642380781725905,0.14526836109731428,0.21203597939779312
76,2,True,True,0.6959689137536169,0.46070918255416454,0.42729443975229475,0.2483673802320229,0.36773318693554713
77,5,True,True,0.2708541504726042,0.7057895980559208,0.5181029403656465,0.1774995824071297,0.3403705026808585
78,4,True,False,0.873517646547888,0.6649527470465616,0.2185075129597997,0.19539182057908258,0.3732642554777805
79,0,True,True,0.45041942962650766,0.6554007144387883,0.3228088664330707,0.11701546148724276,0.22854336518025284
80,1,False,True,0.6654909762552222,0.7173280412605488,0.43157079740686566,0.10934239487884558,0.19770702339604204
81,0,False,True,0.27969891821071224,0.357705067289475,0.6119228128877232,0.09164263944731166,0.23239218180359225
82,4,True,True,0.2545469766510456,0.7286328395366879,0.3111847170918206,0.15698912011979346,0.1520510595522537
83,5,True,True,0.5415892646915648,0.6992496307348407,0.3330186514899553,0.26025238770990045,0.20168454668107402
84,2,False,True,0.7022024622047291,0.4058079193732247,0.44700061106233957,0.23861771076828195,0.2548597900426202
85,2,True,True,0.31254583059964214,0.7153815322741998,0.6277735874094857,0.16364315346228214,0.22556310027741625
86,1,False,True,0.31173885972737525,0.37821897963546425,0.4647174297295066,0.1230766538981304,0.3634346386341959
87,2,False,True,0.9504297361642187,0.4072000736384307,0.4869902220469956,0.21789085600123467,0.19404731360357994
88,4,True,True,0.27828789082103156,0.7163316377708322,0.5619916196157325,0.09809896900767885,0.2526309343782891
89,4,True,False,0.5989296546636256,0.6654086354683044,0.2707522135567206,0.17411602439694465,0.28314038201118613
90,5,True,True,0.6178074463153476,0.5496088598221989,0.5312592069993103,0.13492759998526915,0.34468040679375855
91,5,True,True,0.4788570711031347,0.4008685735824923,0.4623057549374332,0.22139914132820376,0.16502895016143204
92,4,True,True,0.5847470334629051,0.583685941122872,0.4694270737713487,0.18240288524889472,0.21479688753022783
93,1,False,True,0.8390442274341787,0.43211967084551645,0.5932500126746034,0.12712326090468928,0.2864004630223404
94,4,False,False,0.8258016616548092,0.4453961481277518,0.303520913185618,0.10911210259177612,0.32657551230648635
95,3,False,True,0.6961093013590008,0.48370113657745617,0.5385483905378683,0.10061418374478957,0.17769435229899844
96,1,False,True,0.7450786671386207,0.4128535855010678,0.5202430378820865,0.1932527050314897,0.32874656301367944
97,1,False,True,0.7269834812030938,0.6222093076391122,0.438193041226992,0.1258587763766313,0.33715337848350635
98,4,False,True,0.790114011401353,0.5205161359121528,0.32066499758065653,0.13137745045486132,0.3135028344441485
99,3,True,False,0.6970744005175319,0.595919754635573,0.24491724855039204,0.2567075269935262,0.36362387727822276
100,1,True,False,0.3437810370402954,0.7169641560585482,0.5402891360104566,0.23232263065211484,0.18559087631515395
101,1,True,True,0.6530162742182607,0.6310976055605849,0.4341474511233801,0.24047447859475,0.2558610523356464
102,3,True,False,0.22262950080139038,0.701367219239883,0.20882340567338398,0.18771390352718884,0.3406883754000892
103,5,True,True,0.7324613089902952,0.48453188448400963,0.3118773063265925,0.24040021754476024,0.2514446862260086
104,5,True,True,0.5808246765612821,0.4805291116972771,0.3159727658690894,0.24182705034992438,0.26225319894977905
105,5,False,True,0.4668399240670647,0.6486121643175404,0.32262624942059137,0.2481231375120485,0.3006880648581699
106,5,True,False,0.9872708237055297,0.6038869960114561,0.40396253417028705,0.16466671110779404,0.16123358388235126
107,0,True,False,0.9241244578930374,0.5601272085917144,0.38686734558148655,0.11188658600935725,0.20311708869163475
108,4,True,True,0.28682579742600656,0.712589369414454,0.5278389885465862,0.13671870609908326,0.3181198326494777
109,2,False,True,0.2942783569319056,0.46758648506716227,0.4806447624839175,0.13912306400055022,0.29454659529191296
110,2,False,False,0.9207338102303917,0.7452634704175969,0.4342313945180381,0.23680391957322533,0.23742018956420832
111,0,True,True,0.5766195370648515,0.6296869035044703,0.4666069298917843,0.11558516615917062,0.1539376686338176
112,2,True,False,0.9471728508869972,0.7348930726439826,0.6461381634390577,0.10878586675424282,0.1906376254280636
113,4,True,True,0.7321578856744935,0.36884265054638277,0.5348512880084506,0.20774743918817895,0.15152591661893103
114,2,False,True,0.9728969350007921,0.6889907481731998,0.47942917721672995,0.11255961741831254,0.15926181339716522
115,0,False,True,0.7963385516679076,0.6502801736753794,0.5810127045573239,0.12221478946456071,0.14693339401003647
116,4,False,True,0.9647053586128016,0.40855633359703725,0.5481476325577118,0.22106249315871732,0.2588880693218985
117,2,True,True,0.4520993418102399,0.5762276374207189,0.3899608600208011,0.26177083556612213,0.28997807026483413
118,0,True,True,0.3424592674749437,0.7419538127860572,0.30981478682644836,0.22127615320016214,0.1744441787687567
119,2,False,True,0.9542254831141659,0.45707123577678976,0.3922745812183312,0.20807283598270934,0.31262499290896273
