seed,employee,merit,dependence,material,success_off,success_on
0,79,0.45041942962650766,0.4068637130282758,True,False,False
0,82,0.2545469766510456,0.20694384778006247,False,True,True
0,83,0.5415892646915648,0.538940423438798,False,False,False
0,85,0.31254583059964214,0.8853926971592309,False,False,False
0,88,0.27828789082103156,0.20694384778006247,False,False,False
0,90,0.6178074463153476,0.538940423438798,False,True,True
0,91,0.4788570711031347,0.538940423438798,False,False,False
0,92,0.5847470334629051,0.20694384778006247,True,False,False
0,101,0.6530162742182607,0.8835149181532819,True,False,True
0,103,0.7324613089902952,0.538940423438798,True,False,False
0,104,0.5808246765612821,0.538940423438798,False,False,False
0,108,0.28682579742600656,0.20694384778006247,False,False,False
0,111,0.5766195370648515,0.4068637130282758,True,False,True
0,113,0.7321578856744935,0.20694384778006247,True,False,False
0,117,0.4520993418102399,0.8853926971592309,True,True,True
0,118,0.3424592674749437,0.4068637130282758,True,False,False
1,2,0.6002803291124421,0.6862674022205739,False,False,False
1,8,0.3573420587320577,0.6862674022205739,True,True,True
1,10,0.25453017698401936,0.758734583388695,False,False,False
1,14,0.6132437915777511,0.13182192908870077,False,False,False
1,16,0.3690615552667403,0.13182192908870077,False,False,False
1,17,0.3643961463176572,0.13182192908870077,False,False,False
1,18,0.35659188592267627,0.25254853460300397,True,False,True
1,19,0.3969251565240546,0.758734583388695,False,False,False
1,20,0.8897476499213339,0.25254853460300397,False,False,False
1,21,0.7015528764532439,0.13182192908870077,False,True,True
1,22,0.7013308659219586,0.6862674022205739,True,False,False
1,23,0.4904907369557601,0.13182192908870077,False,False,False
1,24,0.4401791774018371,0.589043725706995,True,False,False
1,25,0.27859164948760795,0.6862674022205739,False,True,True
1,30,0.4816373162304185,0.13182192908870077,False,False,False
1,31,0.21637578878336683,0.758734583388695,False,True,True
1,32,0.4053585240262192,0.13182192908870077,True,False,False
1,33,0.9540608125716827,0.13182192908870077,False,True,True
1,36,0.48411365745081947,0.13182192908870077,True,False,False
1,39,0.7202535604388898,0.6862674022205739,True,False,True
1,40,0.6617603489525259,0.25254853460300397,True,False,False
1,41,0.3391087769708814,0.6862674022205739,True,False,False
1,42,0.5558881108850464,0.589043725706995,True,False,False
1,47,0.3540713688942712,0.25254853460300397,True,False,False
1,49,0.8588062818637103,0.13182192908870077,True,False,False
1,53,0.8205458616250867,0.589043725706995,True,False,False
1,54,0.5100214439863483,0.758734583388695,False,False,False
1,56,0.6700619672174444,0.25254853460300397,True,False,False
1,57,0.9888689917092139,0.13182192908870077,False,False,False
1,58,0.5708044541362354,0.758734583388695,False,False,False
1,59,0.20153790427539323,0.758734583388695,False,True,True
1,61,0.4754480454319464,0.13182192908870077,False,False,False
1,65,0.8347673557443012,0.589043725706995,True,False,False
1,68,0.2850856534184041,0.758734583388695,False,True,True
1,69,0.23066390585333674,0.758734583388695,True,False,False
1,71,0.6409255871700263,0.758734583388695,True,False,False
1,72,0.56746489995568,0.758734583388695,True,True,True
1,74,0.8267394215140826,0.758734583388695,False,False,False
1,75,0.6071267021338925,0.589043725706995,False,False,False
1,77,0.7820386878678354,0.589043725706995,False,False,False
1,78,0.27791540070764476,0.6862674022205739,True,False,False
1,79,0.41382223294609377,0.589043725706995,False,False,False
1,82,0.33844807359651286,0.25254853460300397,True,False,False
1,83,0.779176880177405,0.589043725706995,True,False,False
1,84,0.85956627914947,0.25254853460300397,False,True,True
1,85,0.8054680310666391,0.13182192908870077,True,False,False
1,86,0.7524651940914366,0.758734583388695,True,True,True
1,91,0.4861740645245945,0.13182192908870077,False,False,False
1,92,0.3468122593697689,0.13182192908870077,False,False,False
1,93,0.2764916091342302,0.6862674022205739,True,False,False
1,95,0.49195398443056704,0.25254853460300397,True,False,False
1,97,0.9025808686078844,0.13182192908870077,False,False,False
1,100,0.47924428261997154,0.25254853460300397,True,False,False
1,102,0.3987521543076027,0.589043725706995,False,True,True
1,103,0.7317922249751685,0.25254853460300397,False,False,False
1,104,0.4489270361175008,0.25254853460300397,False,False,False
1,105,0.3423370358619502,0.589043725706995,False,False,False
1,106,0.755788747179085,0.6862674022205739,True,True,True
1,107,0.3074355744084997,0.25254853460300397,False,True,True
1,110,0.5525806308252321,0.25254853460300397,True,False,False
1,112,0.28529887260822273,0.13182192908870077,True,False,False
1,113,0.32249880265396025,0.25254853460300397,False,False,False
1,114,0.3158422657579534,0.589043725706995,True,False,False
1,116,0.7301393218312968,0.589043725706995,True,True,True
1,118,0.5376293835218275,0.6862674022205739,True,False,False
2,1,0.6341485527239827,0.7156068604100809,True,False,True
2,2,0.828279754408755,0.793912732264696,False,True,True
2,3,0.928736050882851,0.793912732264696,False,True,True
2,5,0.5875315192354639,0.7156068604100809,False,True,True
2,8,0.2403588355784967,0.7384529223100982,True,True,True
2,9,0.29762237533201463,0.7384529223100982,False,True,True
2,12,0.44555789329078954,0.793912732264696,False,False,False
2,17,0.36789243419276146,0.7156068604100809,True,False,False
2,21,0.7265881851118845,0.35775814586464866,True,False,False
2,22,0.7658404377346628,0.16848726585779328,True,False,False
2,23,0.251031565218684,0.7384529223100982,True,False,False
2,24,0.9763748509495958,0.793912732264696,True,False,False
2,25,0.8692842087972028,0.7156068604100809,True,False,False
2,26,0.9290972946646114,0.35775814586464866,True,True,True
2,27,0.8226655911410286,0.7156068604100809,False,True,True
2,29,0.9706320339235892,0.35775814586464866,True,True,True
2,30,0.965889783559305,0.35775814586464866,True,True,True
2,37,0.4081059121179205,0.35775814586464866,True,False,False
2,39,0.8524964455124777,0.793912732264696,True,False,False
2,40,0.650974242592307,0.16848726585779328,True,False,False
2,44,0.5461152098379769,0.16848726585779328,True,True,True
2,47,0.29324976917419604,0.7156068604100809,False,True,True
2,48,0.3307044738687829,0.16848726585779328,True,False,False
2,50,0.5699752238877516,0.7384529223100982,False,False,False
2,51,0.713537417777043,0.7384529223100982,True,False,True
2,53,0.901879220022668,0.35775814586464866,True,False,False
2,55,0.9087340523288825,0.793912732264696,True,False,True
2,58,0.20735126929069045,0.793912732264696,False,False,False
2,59,0.9017581510602077,0.16848726585779328,False,False,False
2,60,0.6162674213173533,0.35775814586464866,True,False,False
2,61,0.279454763370042,0.7156068604100809,True,False,False
2,62,0.2649567290049774,0.16848726585779328,True,False,False
2,65,0.2463453587768373,0.7156068604100809,False,True,True
2,66,0.24438897394047193,0.7384529223100982,True,False,True
2,67,0.3041772809810347,0.35775814586464866,False,False,False
2,68,0.4555581440729551,0.35775814586464866,False,True,True
2,70,0.6643353897225901,0.793912732264696,True,False,False
2,71,0.8864902740331746,0.35775814586464866,True,True,True
2,85,0.23440679901353187,0.7156068604100809,True,False,True
2,86,0.3908219659514936,0.7156068604100809,False,False,False
2,87,0.5229618234250935,0.793912732264696,True,False,False
2,88,0.5758990930758234,0.7384529223100982,True,True,True
2,93,0.6917164115827596,0.793912732264696,True,False,True
2,94,0.6848006211930062,0.35775814586464866,False,False,False
2,95,0.6770260448157066,0.793912732264696,False,False,False
2,96,0.8873896700841601,0.7156068604100809,False,False,False
2,97,0.3296798296575819,0.793912732264696,True,False,False
2,100,0.5609369541960114,0.7156068604100809,True,False,False
2,101,0.7867342891790694,0.7156068604100809,True,False,False
2,102,0.9175536155285611,0.16848726585779328,True,True,True
2,104,0.7533197857839644,0.7384529223100982,True,True,True
2,105,0.9433916750806792,0.35775814586464866,False,False,False
2,111,0.31239903489857224,0.7384529223100982,True,False,False
2,112,0.9420995108734507,0.35775814586464866,True,False,True
2,119,0.8474427652538732,0.793912732264696,True,True,True
3,0,0.39684603226904686,0.5552543457154002,False,False,False
3,1,0.5903062035520605,0.3377488174767139,True,False,False
3,4,0.9375858849153569,0.7280915880874461,True,False,True
3,6,0.3466289666504488,0.7942826252745164,True,False,False
3,7,0.6758819834528609,0.5552543457154002,False,False,False
3,8,0.9542707556960717,0.5552543457154002,False,False,False
3,11,0.22636565679061108,0.7280915880874461,False,True,True
3,12,0.46965833541377927,0.3377488174767139,False,False,False
3,13,0.7909675545002006,0.7280915880874461,True,True,True
3,14,0.8159461549110962,0.5552543457154002,True,False,False
3,18,0.3385559957248921,0.20507946879177197,True,False,False
3,24,0.20735073287200745,0.7280915880874461,False,False,False
3,25,0.5407231637734222,0.20507946879177197,True,True,True
3,26,0.41082578382553364,0.3377488174767139,True,False,False
3,28,0.3873709302290836,0.20507946879177197,True,True,True
3,29,0.5476025295519418,0.7942826252745164,False,True,True
3,30,0.8514593552137217,0.7942826252745164,True,True,True
3,33,0.2518696923397298,0.20507946879177197,True,False,False
3,36,0.549355137196305,0.20507946879177197,True,False,False
3,37,0.9226450865370734,0.7280915880874461,True,False,False
3,39,0.3367200049537041,0.20507946879177197,True,False,False
3,41,0.5397093901638175,0.3377488174767139,False,False,False
3,42,0.38664159599483955,0.7280915880874461,False,True,True
3,44,0.610354197692363,0.20507946879177197,True,False,False
3,45,0.8564414862176071,0.3377488174767139,True,False,True
3,46,0.4952520314905293,0.5552543457154002,True,False,False
3,48,0.5167286621554946,0.3377488174767139,True,False,True
3,49,0.438320267313305,0.20507946879177197,False,True,True
3,50,0.7903881912494224,0.7280915880874461,True,False,False
3,51,0.5411296035299467,0.20507946879177197,True,False,False
3,52,0.8082228793637793,0.3377488174767139,True,False,False
3,53,0.6445801725899161,0.7280915880874461,False,True,True
3,54,0.7037210112865122,0.3377488174767139,True,False,False
3,55,0.396980070786125,0.20507946879177197,False,False,False
3,56,0.8637963588141493,0.5552543457154002,False,False,False
3,57,0.8782783667457539,0.5552543457154002,False,False,False
3,58,0.4689622989043635,0.7280915880874461,False,True,True
3,60,0.9724821460286233,0.7280915880874461,False,False,False
3,61,0.9222212699055643,0.7942826252745164,True,True,True
3,63,0.9272757051461813,0.7942826252745164,True,True,True
3,65,0.31511244379970266,0.3377488174767139,False,False,False
3,67,0.6832949286776864,0.5552543457154002,True,False,False
3,68,0.4681498346100497,0.5552543457154002,True,False,True
3,71,0.2913093473225719,0.7280915880874461,False,True,True
3,72,0.3011998561661864,0.5552543457154002,False,True,True
3,73,0.30837130122524653,0.5552543457154002,False,False,False
3,75,0.8752390772751033,0.7280915880874461,False,False,False
3,76,0.9947888479516087,0.20507946879177197,True,False,True
3,78,0.39426915070988555,0.7942826252745164,True,False,False
3,80,0.9089997177071529,0.7942826252745164,True,False,False
3,81,0.7567515834850129,0.7942826252745164,True,True,True
3,84,0.5316433772002426,0.5552543457154002,True,True,True
3,85,0.8611258281918523,0.7280915880874461,True,True,True
3,89,0.7439023211417253,0.7942826252745164,False,True,True
3,95,0.2690335212379245,0.20507946879177197,False,False,False
3,96,0.5898268814299785,0.7280915880874461,True,False,True
3,99,0.478269956346543,0.7942826252745164,False,False,False
3,101,0.4092646592228416,0.20507946879177197,False,False,False
3,103,0.692954630775027,0.3377488174767139,True,True,True
3,108,0.88489386175966,0.7942826252745164,False,False,False
3,112,0.6541285837395312,0.3377488174767139,True,False,False
3,113,0.2964716680016679,0.5552543457154002,False,False,False
3,114,0.21808381209240357,0.7942826252745164,False,False,False
3,115,0.5624445845536457,0.7280915880874461,False,True,True
3,117,0.581018610324108,0.7942826252745164,False,False,False
3,119,0.5116931017994857,0.5552543457154002,True,True,True
4,1,0.3491138407177182,0.17026535284359823,True,False,False
4,6,0.5940827392484063,0.8520071348326608,True,False,False
4,9,0.688827205904553,0.8520071348326608,False,False,False
4,11,0.8454053230622496,0.8968503503554535,True,False,True
4,13,0.5941710487584471,0.17026535284359823,False,False,False
4,15,0.4996553733299542,0.17026535284359823,True,False,False
4,18,0.40023318957444803,0.8968503503554535,True,False,False
4,25,0.7873252600862768,0.3690579229406948,False,False,False
4,30,0.7048489434782914,0.8520071348326608,True,True,True
4,33,0.4648092718169508,0.17026535284359823,True,False,False
4,34,0.44569064240883005,0.17026535284359823,False,False,False
4,35,0.8469289111738372,0.8968503503554535,False,False,False
4,37,0.9977333333904141,0.8968503503554535,True,True,True
4,38,0.5165015667957458,0.3690579229406948,True,False,False
4,39,0.7282669311003522,0.8520071348326608,False,True,True
4,45,0.4919837202507409,0.8968503503554535,True,True,True
4,47,0.44620628514263255,0.8968503503554535,False,True,True
4,51,0.5778250572752512,0.3690579229406948,True,True,True
4,52,0.7728621704400658,0.8520071348326608,True,False,False
4,53,0.990033525424769,0.8968503503554535,True,False,False
4,58,0.6327482823918071,0.8968503503554535,True,False,True
4,60,0.4925419167245722,0.3690579229406948,True,False,False
4,62,0.6706005266877504,0.3690579229406948,True,False,False
4,63,0.7227569211592975,0.3690579229406948,False,False,False
4,64,0.7547877437554769,0.17026535284359823,False,False,False
4,67,0.5436475540452717,0.8520071348326608,False,False,False
4,69,0.4668899206837545,0.8520071348326608,True,False,True
4,70,0.7551685081427286,0.8520071348326608,True,False,True
4,72,0.9242133682672582,0.8520071348326608,True,False,False
4,73,0.5166052940520764,0.8520071348326608,True,False,False
4,75,0.9475875955277313,0.3690579229406948,True,False,True
4,77,0.2955761034463901,0.3690579229406948,True,False,False
4,78,0.33663396119908773,0.3690579229406948,True,False,False
4,80,0.8028997190770888,0.3690579229406948,True,True,True
4,81,0.7206096405169526,0.3690579229406948,True,False,False
4,89,0.24303249785041398,0.17026535284359823,False,False,False
4,90,0.6048726848110639,0.8520071348326608,True,False,False
4,94,0.403145166866564,0.8968503503554535,False,False,False
4,96,0.37114118478180064,0.17026535284359823,False,False,False
4,97,0.38746064415523257,0.17026535284359823,False,False,False
4,98,0.5807887421331756,0.3690579229406948,True,False,True
4,100,0.8598903434568721,0.8968503503554535,False,False,False
4,103,0.8589866122993346,0.8520071348326608,True,True,True
4,106,0.3351159999113256,0.8968503503554535,False,False,False
4,108,0.9809254189632624,0.8968503503554535,True,True,True
4,110,0.3476628420694823,0.8520071348326608,False,False,False
4,115,0.8409651235877302,0.8968503503554535,True,False,False
4,116,0.9344058726128701,0.8968503503554535,True,False,True
4,119,0.20237999309228025,0.3690579229406948,True,False,False
5,1,0.7489018655999855,0.47608458743986837,False,True,True
5,2,0.6832370797494183,0.20485580282732224,True,False,False
5,5,0.3441808699918789,0.3761502746406177,False,False,False
5,8,0.285120733198635,0.20485580282732224,False,False,False
5,11,0.8567216920846885,0.3761502746406177,True,False,False
5,14,0.7270369304114379,0.47608458743986837,True,True,True
5,15,0.5411130239168502,0.47608458743986837,False,False,False
5,16,0.6776980831498018,0.7754229987512492,True,False,False
5,18,0.7882941976609654,0.20485580282732224,True,True,True
5,21,0.5894477903871187,0.20485580282732224,True,False,False
5,24,0.5306727708572114,0.3761502746406177,False,False,False
5,26,0.350833838674629,0.3761502746406177,True,True,True
5,27,0.6681372000593668,0.3761502746406177,False,True,True
5,32,0.6430116179493464,0.7026234136607266,True,False,False
5,34,0.7675305416698699,0.47608458743986837,True,False,False
5,35,0.6662579183625661,0.3761502746406177,True,False,False
5,38,0.6257780034516635,0.7754229987512492,False,False,False
5,39,0.8477216040337494,0.20485580282732224,False,False,False
5,43,0.4050784417401733,0.7026234136607266,False,False,False
5,44,0.5306130128030795,0.3761502746406177,False,False,False
5,45,0.6588212180977153,0.7026234136607266,True,False,False
5,47,0.4157035594293523,0.7754229987512492,True,False,False
5,49,0.8704041322861245,0.7754229987512492,False,True,True
5,50,0.65723427641037,0.47608458743986837,False,False,False
5,52,0.7716056647716916,0.47608458743986837,True,True,True
5,53,0.6139536727775063,0.7026234136607266,False,True,True
5,54,0.6702299107818999,0.3761502746406177,False,False,False
5,58,0.36328691907288446,0.20485580282732224,True,False,False
5,60,0.47639563837230403,0.20485580282732224,False,False,False
5,61,0.409507322708686,0.3761502746406177,True,True,True
5,62,0.23126094110067888,0.3761502746406177,False,False,False
5,64,0.8804798189698897,0.20485580282732224,True,False,False
5,65,0.5228356897569906,0.7754229987512492,True,False,True
5,66,0.24495529838036836,0.7026234136607266,False,True,True
5,67,0.3417762983141741,0.20485580282732224,True,False,False
5,68,0.30301706495127906,0.47608458743986837,False,True,True
5,69,0.5350960569670977,0.20485580282732224,False,False,False
5,75,0.7841178583474071,0.47608458743986837,True,True,True
5,76,0.6790703305491947,0.7026234136607266,True,False,True
5,77,0.36021212574993355,0.7754229987512492,False,False,False
5,78,0.40824797232386967,0.47608458743986837,False,False,False
5,80,0.5986096896716449,0.3761502746406177,False,False,False
5,82,0.44129449016651173,0.20485580282732224,False,False,False
5,88,0.32879722191313066,0.20485580282732224,False,False,False
5,90,0.24254543753124694,0.7026234136607266,False,False,False
5,91,0.6109493516499223,0.7754229987512492,True,True,True
5,93,0.9353403946043548,0.7754229987512492,True,False,False
5,94,0.5194029621960443,0.7026234136607266,False,False,False
5,95,0.7209410509607206,0.7026234136607266,False,False,False
5,96,0.46882605551221057,0.20485580282732224,True,False,False
5,97,0.6773604516178238,0.7026234136607266,False,True,True
5,98,0.45221883462988743,0.7026234136607266,True,False,False
5,99,0.6685896637951014,0.7754229987512492,True,False,False
5,100,0.4444054970230402,0.20485580282732224,True,False,False
5,102,0.994758382261457,0.7026234136607266,True,False,False
5,106,0.43646789575604983,0.20485580282732224,False,False,False
5,107,0.5562821878296271,0.7026234136607266,True,False,False
5,109,0.7647117422918135,0.3761502746406177,True,False,False
5,111,0.8778095866030811,0.47608458743986837,True,False,False
5,112,0.2761155792476864,0.47608458743986837,True,False,False
5,115,0.6378855946892175,0.7754229987512492,True,True,True
5,116,0.2010752381667854,0.3761502746406177,False,False,False
5,119,0.6120892001142826,0.20485580282732224,True,False,False
6,4,0.7663625034356574,0.4772889211647933,False,False,False
6,5,0.2290334163383909,0.8287162524141775,False,False,False
6,6,0.4909816120450753,0.48018522905548366,True,False,False
6,10,0.5920075427385765,0.48018522905548366,True,False,False
6,15,0.9313332316573419,0.48018522905548366,True,False,False
6,17,0.837726767157783,0.8287162524141775,True,False,False
6,19,0.33962942044700406,0.8287162524141775,False,False,False
6,20,0.6975655923161017,0.1305367415907917,True,False,True
6,21,0.5111770792048724,0.48018522905548366,True,False,True
6,22,0.4172511828351888,0.1305367415907917,True,True,True
6,23,0.6494133833250402,0.1305367415907917,False,False,False
6,24,0.8892815245859085,0.4772889211647933,True,False,False
6,25,0.7006789425986506,0.8287162524141775,True,False,False
6,26,0.8101218367545782,0.48018522905548366,False,True,True
6,27,0.31368180177949656,0.8287162524141775,False,True,True
6,28,0.5970811077820735,0.8287162524141775,True,False,True
6,29,0.7038030095610841,0.48018522905548366,False,False,False
6,31,0.649093574604027,0.7340490897126347,True,False,True
6,32,0.9086250232405779,0.1305367415907917,True,False,False
6,34,0.30365709664144735,0.7340490897126347,False,False,False
6,37,0.6458732315986948,0.8287162524141775,True,False,False
6,39,0.47117136610038596,0.4772889211647933,False,False,False
6,40,0.6245097265456971,0.7340490897126347,True,False,True
6,41,0.5860593175787155,0.1305367415907917,True,False,False
6,43,0.7866561146831721,0.1305367415907917,True,False,False
6,44,0.2833560292989155,0.48018522905548366,False,False,False
6,45,0.2128220654810903,0.48018522905548366,True,False,False
6,46,0.4426204514661223,0.1305367415907917,True,False,True
6,48,0.7381195943349108,0.7340490897126347,False,False,False
6,51,0.24188017076139348,0.8287162524141775,True,False,False
6,53,0.3378398886138081,0.48018522905548366,False,False,False
6,54,0.9670213762790039,0.1305367415907917,True,False,False
6,55,0.9944022314600385,0.8287162524141775,True,False,True
6,57,0.3028005172628575,0.48018522905548366,False,True,True
6,59,0.8657205806082005,0.7340490897126347,False,False,False
6,60,0.8933590934818856,0.1305367415907917,True,True,True
6,61,0.48553367949138393,0.4772889211647933,True,False,True
6,62,0.5208848763179921,0.4772889211647933,False,False,False
6,63,0.36366437249406086,0.4772889211647933,True,False,True
6,64,0.8081092058202326,0.48018522905548366,False,False,False
6,65,0.26184048984523767,0.7340490897126347,False,False,False
6,66,0.8544780695994589,0.4772889211647933,True,False,True
6,67,0.9892175329854951,0.1305367415907917,True,False,False
6,68,0.8738522840685772,0.4772889211647933,False,False,False
6,69,0.2981857447723809,0.8287162524141775,False,False,False
6,72,0.8224686603637874,0.8287162524141775,False,False,False
6,73,0.647664135065108,0.7340490897126347,False,False,False
6,75,0.6711086353047012,0.48018522905548366,True,False,False
6,77,0.6967395185119649,0.4772889211647933,False,True,True
6,78,0.5598178525009743,0.4772889211647933,True,True,True
6,79,0.7945468366316661,0.1305367415907917,True,True,True
6,87,0.7446355825607534,0.4772889211647933,False,False,False
6,92,0.6802483809418494,0.1305367415907917,True,False,False
6,93,0.9644196675319068,0.8287162524141775,True,True,True
6,94,0.9317856691159703,0.8287162524141775,True,True,True
6,98,0.3662057102793534,0.7340490897126347,False,True,True
6,99,0.22553355675018694,0.48018522905548366,False,False,False
6,101,0.274404975587823,0.48018522905548366,True,True,True
6,102,0.9550525997925807,0.48018522905548366,True,False,True
6,104,0.3383647027409735,0.7340490897126347,False,False,False
6,106,0.2508573627159438,0.8287162524141775,False,True,True
6,109,0.37700846780952874,0.4772889211647933,False,False,False
6,113,0.24774109226841629,0.7340490897126347,True,False,False
6,114,0.4287418456121039,0.1305367415907917,True,False,False
6,115,0.78783602323825,0.7340490897126347,True,True,True
6,116,0.9412102838945273,0.48018522905548366,True,True,True
6,117,0.2516222264135326,0.4772889211647933,False,True,True
6,119,0.8263468774383209,0.8287162524141775,True,True,True
7,1,0.24730806506024658,0.8787009265508537,False,False,False
7,4,0.675399866394581,0.47745569403853744,False,True,True
7,5,0.49075575493525564,0.45148417320022316,False,False,False
7,10,0.3347374744950514,0.47745569403853744,False,False,False
7,11,0.4587154900960128,0.33980091345973384,True,False,False
7,12,0.8507221839501022,0.8787009265508537,False,False,False
7,19,0.8617008695679391,0.47745569403853744,True,True,True
7,24,0.4204374697032083,0.33980091345973384,False,False,False
7,25,0.9127240485845549,0.45148417320022316,False,False,False
7,28,0.9828510678459861,0.45148417320022316,True,False,True
7,29,0.43267213078853334,0.47745569403853744,True,False,False
7,32,0.32781451764496894,0.8787009265508537,True,True,True
7,33,0.3556105493171705,0.8787009265508537,False,False,False
7,34,0.7798077181072396,0.47745569403853744,True,False,False
7,35,0.3191536544204736,0.45148417320022316,False,False,False
7,37,0.8004456909449995,0.33980091345973384,True,True,True
7,39,0.20861723062660317,0.8787009265508537,True,False,True
7,42,0.40179277493812127,0.47745569403853744,False,False,False
7,43,0.2537893418642518,0.47745569403853744,False,False,False
7,44,0.9341230689120652,0.45148417320022316,True,False,False
7,45,0.6392428161205302,0.33980091345973384,False,True,True
7,47,0.3704682435480826,0.45148417320022316,True,False,False
7,49,0.5101891569482013,0.8787009265508537,True,False,True
7,50,0.3871363180507408,0.33980091345973384,False,False,False
7,51,0.9660581770635661,0.8787009265508537,False,True,True
7,53,0.4093132140296234,0.45148417320022316,True,False,False
7,54,0.8485056828020701,0.47745569403853744,False,True,True
7,55,0.4987001313544383,0.45148417320022316,False,False,False
7,58,0.7336599551359384,0.47745569403853744,True,False,True
7,64,0.4968060312839109,0.8787009265508537,True,False,False
7,66,0.329620866708168,0.45148417320022316,True,True,True
7,68,0.4225998964696054,0.33980091345973384,True,False,False
7,73,0.24933320122391686,0.33980091345973384,False,False,False
7,75,0.7972761571197649,0.8787009265508537,True,False,True
7,78,0.7147657089411243,0.8787009265508537,True,False,False
7,81,0.9556843487052746,0.33980091345973384,False,False,False
7,84,0.9839903278402986,0.8787009265508537,True,True,True
7,88,0.2250094097152685,0.45148417320022316,False,True,True
7,89,0.6070927922824123,0.33980091345973384,True,False,True
7,91,0.954901387554649,0.47745569403853744,True,True,True
7,92,0.2541067179119327,0.45148417320022316,False,False,False
7,93,0.8793413160234567,0.47745569403853744,False,False,False
7,98,0.6673864366129365,0.8787009265508537,True,False,False
7,100,0.6617897778493727,0.45148417320022316,True,False,True
7,101,0.4004526619305835,0.45148417320022316,False,True,True
7,102,0.5539582690831254,0.47745569403853744,True,False,False
7,104,0.3645339190580112,0.8787009265508537,False,False,False
7,108,0.8493873817358413,0.33980091345973384,True,False,False
7,109,0.39217160547312296,0.8787009265508537,True,False,False
7,110,0.7268789750106646,0.8787009265508537,True,True,True
7,111,0.6329904814218084,0.45148417320022316,False,True,True
7,113,0.4580871938225641,0.47745569403853744,False,False,False
7,117,0.9091494326406835,0.45148417320022316,False,False,False
8,1,0.6089112227427,0.7815443476751208,True,True,True
8,9,0.4138919045284671,0.7815443476751208,True,False,True
8,11,0.9402792895343355,0.15142751427947904,False,False,False
8,12,0.2234562552894052,0.6504030581491148,False,True,True
8,13,0.46682913485235833,0.6504030581491148,True,True,True
8,14,0.3963606430294542,0.15142751427947904,True,False,True
8,15,0.6860218074456768,0.15142751427947904,False,False,False
8,18,0.28946718381769776,0.7815443476751208,False,True,True
8,20,0.919865385488605,0.6504030581491148,True,True,True
8,21,0.45537574138182024,0.2964298434961653,False,False,False
8,23,0.829974410522299,0.15142751427947904,True,False,False
8,24,0.9146060150508599,0.15142751427947904,True,False,False
8,26,0.2725886547265418,0.7815443476751208,False,True,True
8,29,0.7425322414678162,0.15142751427947904,True,True,True
8,32,0.8888091099045761,0.15142751427947904,False,True,True
8,42,0.25402351823252733,0.6504030581491148,False,True,True
8,49,0.7385987617221286,0.6504030581491148,False,True,True
8,52,0.6271089823183689,0.2964298434961653,False,False,False
8,55,0.729600322093813,0.15142751427947904,False,False,False
8,56,0.6226626889662579,0.7815443476751208,False,True,True
8,60,0.811692728659831,0.15142751427947904,True,False,False
8,66,0.8456121016656699,0.7815443476751208,False,False,False
8,70,0.8596668283353865,0.7815443476751208,True,False,False
8,73,0.5257578767097657,0.7815443476751208,True,False,False
8,74,0.958006550180138,0.7815443476751208,True,False,False
8,75,0.3330796205697862,0.2964298434961653,False,False,False
