case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,cohort
223:18,223,2,18,21.0,29.0,21.0,31.0,23.0,,,32.0,,successful,closed_unresolved,32.0,d,1.0,e,resolved,0.6797820032694308,True,0.6,32.0,23.0,remedy_supported,32.0,11.0,11.0,14.0,0,6
224:18,224,5,18,20.0,26.0,20.0,28.0,22.0,,22.0,29.0,23.0,successful,closed_unresolved,29.0,d,1.0,e,resolved,0.9697861452879653,True,0.506188904761806,29.0,23.0,remedy_supported,29.0,9.0,9.0,11.0,2,6
231:18,231,2,18,21.0,21.0,,24.0,,,,25.0,,successful,unused,25.0,d,1.0,d,resolved,0.90859355260051,True,0.6,25.0,,remedy_supported,25.0,4.0,4.0,7.0,0,6
233:18,233,4,18,19.0,,19.0,,21.0,,21.0,,22.0,unused,successful,22.0,e,1.0,e,resolved,0.9428233412253924,True,0.4162920712285151,,22.0,,,3.0,3.0,4.0,1,6
4:21,4,3,21,24.0,24.0,31.0,26.0,33.0,,,27.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5470459784598544,True,0.40760183202748823,27.0,33.0,remedy_supported,27.0,,20.0,23.0,1,7
8:21,8,4,21,31.0,,31.0,,33.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.8381198283931675,True,0.4162920712285151,,33.0,,,,13.0,23.0,1,7
20:21,20,4,21,23.0,,23.0,,25.0,,25.0,,26.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.5576863481854355,True,0.4162920712285151,,26.0,,,,21.0,23.0,1,7
61:21,61,3,21,21.0,21.0,,23.0,,,,24.0,,successful,unused,24.0,d,1.0,d,resolved,0.6937211515675494,True,0.40760183202748823,24.0,,remedy_supported,24.0,3.0,3.0,3.0,1,7
77:21,77,0,21,21.0,36.0,21.0,38.0,23.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.3232596540277535,True,0.47042565019858995,38.0,23.0,no_remedy,,,23.0,23.0,2,7
78:21,78,4,21,24.0,24.0,,27.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.35891540141045275,False,0.4162920712285151,27.0,,no_remedy,,,20.0,23.0,1,7
92:21,92,1,21,22.0,44.0,22.0,,24.0,,,,,submitted,closed_unresolved,,,0.0,e,pending,0.42494295992882947,True,0.5994915417836008,,24.0,,,,22.0,23.0,0,7
100:21,100,0,21,23.0,23.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.27749433880172836,False,0.47042565019858995,25.0,,no_remedy,,,21.0,23.0,2,7
112:21,112,3,21,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.3914871717849809,False,0.40760183202748823,,,,,,,23.0,1,7
114:21,114,2,21,22.0,22.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3349625170012798,True,0.6,25.0,,no_remedy,,,22.0,23.0,0,7
118:21,118,1,21,21.0,21.0,24.0,23.0,26.0,,26.0,,27.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9005845274844224,True,0.5994915417836008,23.0,27.0,no_remedy,,,23.0,23.0,0,7
120:21,120,0,21,24.0,24.0,,27.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6690268801565683,False,0.47042565019858995,27.0,,no_remedy,,,20.0,23.0,2,7
126:21,126,1,21,23.0,23.0,38.0,26.0,40.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5789140871485761,True,0.5994915417836008,26.0,40.0,no_remedy,,,21.0,23.0,0,7
143:21,143,3,21,26.0,26.0,42.0,28.0,44.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7597066295311998,True,0.40760183202748823,28.0,44.0,no_remedy,,,18.0,23.0,1,7
151:21,151,5,21,24.0,24.0,,27.0,,,,28.0,,successful,unused,28.0,d,1.0,d,resolved,0.7754225842934206,False,0.506188904761806,28.0,,remedy_supported,28.0,4.0,4.0,7.0,2,7
158:21,158,2,21,23.0,23.0,,26.0,,,,27.0,,successful,unused,27.0,d,1.0,d,resolved,0.8108014288775767,True,0.6,27.0,,remedy_supported,27.0,4.0,4.0,6.0,0,7
169:21,169,1,21,22.0,22.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4013048735450636,True,0.5994915417836008,25.0,,no_remedy,,,22.0,23.0,0,7
183:21,183,0,21,21.0,21.0,25.0,24.0,27.0,,27.0,,28.0,closed_unresolved,successful,28.0,e,1.0,d,resolved,0.6051412981554674,True,0.47042565019858995,24.0,28.0,no_remedy,,7.0,7.0,7.0,2,7
190:21,190,3,21,22.0,22.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.46740227315491234,True,0.40760183202748823,25.0,,no_remedy,,,22.0,23.0,1,7
192:21,192,1,21,39.0,39.0,,41.0,,,,42.0,,successful,unused,42.0,d,1.0,d,resolved,0.32570717100213553,False,0.5994915417836008,42.0,,remedy_supported,42.0,3.0,3.0,21.0,0,7
235:21,235,4,21,22.0,22.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.28722537146198673,True,0.4162920712285151,25.0,,no_remedy,,,22.0,23.0,1,7
237:21,237,0,21,22.0,,22.0,,24.0,,24.0,,25.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.3661977171387589,True,0.47042565019858995,,25.0,,,,22.0,23.0,2,7
238:21,238,2,21,21.0,,21.0,,23.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.4141424715535795,True,0.6,,23.0,,,,23.0,23.0,0,7
