firm,customer,dependence,seed,pooled,active_customers,arm
4,1,0.4162920712285151,0,True,3,domestic_only
5,2,0.506188904761806,0,True,3,domestic_only
0,2,0.47042565019858995,0,True,3,customer_only
1,0,0.5994915417836008,0,True,3,customer_only
2,0,0.6,0,True,3,customer_only
3,1,0.40760183202748823,0,True,3,customer_only
4,1,0.4162920712285151,0,True,3,customer_only
5,2,0.506188904761806,0,True,3,customer_only
0,2,0.47042565019858995,0,True,3,both
1,0,0.5994915417836008,0,True,3,both
2,0,0.6,0,True,3,both
3,1,0.40760183202748823,0,True,3,both
4,1,0.4162920712285151,0,True,3,both
5,2,0.506188904761806,0,True,3,both
0,0,0.47042565019858995,0,True,1,domestic_only
1,0,0.5994915417836008,0,True,1,domestic_only
2,0,0.6,0,True,1,domestic_only
3,0,0.40760183202748823,0,True,1,domestic_only
4,0,0.4162920712285151,0,True,1,domestic_only
5,0,0.506188904761806,0,True,1,domestic_only
0,0,0.47042565019858995,0,True,1,customer_only
1,0,0.5994915417836008,0,True,1,customer_only
2,0,0.6,0,True,1,customer_only
3,0,0.40760183202748823,0,True,1,customer_only
4,0,0.4162920712285151,0,True,1,customer_only
5,0,0.506188904761806,0,True,1,customer_only
0,0,0.47042565019858995,0,True,1,both
1,0,0.5994915417836008,0,True,1,both
2,0,0.6,0,True,1,both
3,0,0.40760183202748823,0,True,1,both
4,0,0.4162920712285151,0,True,1,both
5,0,0.506188904761806,0,True,1,both
0,2,0.4542424449593061,1,False,6,domestic_only
1,4,0.5719954997806675,1,False,6,domestic_only
2,0,0.4,1,False,6,domestic_only
3,3,0.5944756707744032,1,False,6,domestic_only
4,5,0.43745081141156206,1,False,6,domestic_only
5,1,0.5418355730740612,1,False,6,domestic_only
0,2,0.4542424449593061,1,False,6,customer_only
1,4,0.5719954997806675,1,False,6,customer_only
2,0,0.4,1,False,6,customer_only
3,3,0.5944756707744032,1,False,6,customer_only
4,5,0.43745081141156206,1,False,6,customer_only
5,1,0.5418355730740612,1,False,6,customer_only
0,2,0.4542424449593061,1,False,6,both
1,4,0.5719954997806675,1,False,6,both
2,0,0.4,1,False,6,both
3,3,0.5944756707744032,1,False,6,both
4,5,0.43745081141156206,1,False,6,both
5,1,0.5418355730740612,1,False,6,both
0,2,0.4542424449593061,1,False,3,domestic_only
1,1,0.5719954997806675,1,False,3,domestic_only
2,0,0.4,1,False,3,domestic_only
3,0,0.5944756707744032,1,False,3,domestic_only
4,2,0.43745081141156206,1,False,3,domestic_only
5,1,0.5418355730740612,1,False,3,domestic_only
0,2,0.4542424449593061,1,False,3,customer_only
1,1,0.5719954997806675,1,False,3,customer_only
2,0,0.4,1,False,3,customer_only
3,0,0.5944756707744032,1,False,3,customer_only
4,2,0.43745081141156206,1,False,3,customer_only
5,1,0.5418355730740612,1,False,3,customer_only
0,2,0.4542424449593061,1,False,3,both
1,1,0.5719954997806675,1,False,3,both
2,0,0.4,1,False,3,both
3,0,0.5944756707744032,1,False,3,both
4,2,0.43745081141156206,1,False,3,both
5,1,0.5418355730740612,1,False,3,both
0,0,0.4542424449593061,1,False,1,domestic_only
1,0,0.5719954997806675,1,False,1,domestic_only
2,0,0.4,1,False,1,domestic_only
3,0,0.5944756707744032,1,False,1,domestic_only
4,0,0.43745081141156206,1,False,1,domestic_only
5,0,0.5418355730740612,1,False,1,domestic_only
0,0,0.4542424449593061,1,False,1,customer_only
1,0,0.5719954997806675,1,False,1,customer_only
2,0,0.4,1,False,1,customer_only
3,0,0.5944756707744032,1,False,1,customer_only
4,0,0.43745081141156206,1,False,1,customer_only
5,0,0.5418355730740612,1,False,1,customer_only
0,0,0.4542424449593061,1,False,1,both
1,0,0.5719954997806675,1,False,1,both
2,0,0.4,1,False,1,both
3,0,0.5944756707744032,1,False,1,both
4,0,0.43745081141156206,1,False,1,both
5,0,0.5418355730740612,1,False,1,both
0,2,0.4542424449593061,1,True,6,domestic_only
1,4,0.5719954997806675,1,True,6,domestic_only
2,0,0.4,1,True,6,domestic_only
3,3,0.5944756707744032,1,True,6,domestic_only
4,5,0.43745081141156206,1,True,6,domestic_only
5,1,0.5418355730740612,1,True,6,domestic_only
0,2,0.4542424449593061,1,True,6,customer_only
1,4,0.5719954997806675,1,True,6,customer_only
2,0,0.4,1,True,6,customer_only
3,3,0.5944756707744032,1,True,6,customer_only
4,5,0.43745081141156206,1,True,6,customer_only
5,1,0.5418355730740612,1,True,6,customer_only
0,2,0.4542424449593061,1,True,6,both
1,4,0.5719954997806675,1,True,6,both
2,0,0.4,1,True,6,both
3,3,0.5944756707744032,1,True,6,both
4,5,0.43745081141156206,1,True,6,both
5,1,0.5418355730740612,1,True,6,both
0,2,0.4542424449593061,1,True,3,domestic_only
1,1,0.5719954997806675,1,True,3,domestic_only
2,0,0.4,1,True,3,domestic_only
3,0,0.5944756707744032,1,True,3,domestic_only
4,2,0.43745081141156206,1,True,3,domestic_only
5,1,0.5418355730740612,1,True,3,domestic_only
0,2,0.4542424449593061,1,True,3,customer_only
1,1,0.5719954997806675,1,True,3,customer_only
2,0,0.4,1,True,3,customer_only
3,0,0.5944756707744032,1,True,3,customer_only
4,2,0.43745081141156206,1,True,3,customer_only
5,1,0.5418355730740612,1,True,3,customer_only
0,2,0.4542424449593061,1,True,3,both
1,1,0.5719954997806675,1,True,3,both
2,0,0.4,1,True,3,both
3,0,0.5944756707744032,1,True,3,both
4,2,0.43745081141156206,1,True,3,both
5,1,0.5418355730740612,1,True,3,both
0,0,0.4542424449593061,1,True,1,domestic_only
1,0,0.5719954997806675,1,True,1,domestic_only
2,0,0.4,1,True,1,domestic_only
3,0,0.5944756707744032,1,True,1,domestic_only
4,0,0.43745081141156206,1,True,1,domestic_only
5,0,0.5418355730740612,1,True,1,domestic_only
0,0,0.4542424449593061,1,True,1,customer_only
1,0,0.5719954997806675,1,True,1,customer_only
2,0,0.4,1,True,1,customer_only
3,0,0.5944756707744032,1,True,1,customer_only
4,0,0.43745081141156206,1,True,1,customer_only
5,0,0.5418355730740612,1,True,1,customer_only
0,0,0.4542424449593061,1,True,1,both
1,0,0.5719954997806675,1,True,1,both
2,0,0.4,1,True,1,both
3,0,0.5944756707744032,1,True,1,both
4,0,0.43745081141156206,1,True,1,both
5,0,0.5418355730740612,1,True,1,both
0,2,0.5538043713981202,2,False,6,domestic_only
1,0,0.4787116541042875,2,False,6,domestic_only
2,1,0.5687701173362527,2,False,6,domestic_only
3,3,0.5476393961058786,2,False,6,domestic_only
4,4,0.45107446105546084,2,False,6,domestic_only
5,5,0.4,2,False,6,domestic_only
0,2,0.5538043713981202,2,False,6,customer_only
1,0,0.4787116541042875,2,False,6,customer_only
2,1,0.5687701173362527,2,False,6,customer_only
3,3,0.5476393961058786,2,False,6,customer_only
4,4,0.45107446105546084,2,False,6,customer_only
5,5,0.4,2,False,6,customer_only
0,2,0.5538043713981202,2,False,6,both
1,0,0.4787116541042875,2,False,6,both
2,1,0.5687701173362527,2,False,6,both
3,3,0.5476393961058786,2,False,6,both
4,4,0.45107446105546084,2,False,6,both
5,5,0.4,2,False,6,both
0,2,0.5538043713981202,2,False,3,domestic_only
1,0,0.4787116541042875,2,False,3,domestic_only
2,1,0.5687701173362527,2,False,3,domestic_only
3,0,0.5476393961058786,2,False,3,domestic_only
4,1,0.45107446105546084,2,False,3,domestic_only
5,2,0.4,2,False,3,domestic_only
0,2,0.5538043713981202,2,False,3,customer_only
1,0,0.4787116541042875,2,False,3,customer_only
2,1,0.5687701173362527,2,False,3,customer_only
3,0,0.5476393961058786,2,False,3,customer_only
4,1,0.45107446105546084,2,False,3,customer_only
5,2,0.4,2,False,3,customer_only
0,2,0.5538043713981202,2,False,3,both
1,0,0.4787116541042875,2,False,3,both
2,1,0.5687701173362527,2,False,3,both
3,0,0.5476393961058786,2,False,3,both
4,1,0.45107446105546084,2,False,3,both
5,2,0.4,2,False,3,both
0,0,0.5538043713981202,2,False,1,domestic_only
1,0,0.4787116541042875,2,False,1,domestic_only
2,0,0.5687701173362527,2,False,1,domestic_only
3,0,0.5476393961058786,2,False,1,domestic_only
4,0,0.45107446105546084,2,False,1,domestic_only
5,0,0.4,2,False,1,domestic_only
0,0,0.5538043713981202,2,False,1,customer_only
1,0,0.4787116541042875,2,False,1,customer_only
2,0,0.5687701173362527,2,False,1,customer_only
3,0,0.5476393961058786,2,False,1,customer_only
4,0,0.45107446105546084,2,False,1,customer_only
5,0,0.4,2,False,1,customer_only
0,0,0.5538043713981202,2,False,1,both
1,0,0.4787116541042875,2,False,1,both
2,0,0.5687701173362527,2,False,1,both
3,0,0.5476393961058786,2,False,1,both
4,0,0.45107446105546084,2,False,1,both
5,0,0.4,2,False,1,both
0,2,0.5538043713981202,2,True,6,domestic_only
1,0,0.4787116541042875,2,True,6,domestic_only
2,1,0.5687701173362527,2,True,6,domestic_only
3,3,0.5476393961058786,2,True,6,domestic_only
4,4,0.45107446105546084,2,True,6,domestic_only
5,5,0.4,2,True,6,domestic_only
0,2,0.5538043713981202,2,True,6,customer_only
1,0,0.4787116541042875,2,True,6,customer_only
2,1,0.5687701173362527,2,True,6,customer_only
3,3,0.5476393961058786,2,True,6,customer_only
4,4,0.45107446105546084,2,True,6,customer_only
5,5,0.4,2,True,6,customer_only
0,2,0.5538043713981202,2,True,6,both
1,0,0.4787116541042875,2,True,6,both
2,1,0.5687701173362527,2,True,6,both
3,3,0.5476393961058786,2,True,6,both
4,4,0.45107446105546084,2,True,6,both
5,5,0.4,2,True,6,both
0,2,0.5538043713981202,2,True,3,domestic_only
1,0,0.4787116541042875,2,True,3,domestic_only
2,1,0.5687701173362527,2,True,3,domestic_only
3,0,0.5476393961058786,2,True,3,domestic_only
4,1,0.45107446105546084,2,True,3,domestic_only
5,2,0.4,2,True,3,domestic_only
0,2,0.5538043713981202,2,True,3,customer_only
1,0,0.4787116541042875,2,True,3,customer_only
2,1,0.5687701173362527,2,True,3,customer_only
3,0,0.5476393961058786,2,True,3,customer_only
4,1,0.45107446105546084,2,True,3,customer_only
5,2,0.4,2,True,3,customer_only
0,2,0.5538043713981202,2,True,3,both
1,0,0.4787116541042875,2,True,3,both
2,1,0.5687701173362527,2,True,3,both
3,0,0.5476393961058786,2,True,3,both
4,1,0.45107446105546084,2,True,3,both
5,2,0.4,2,True,3,both
0,0,0.5538043713981202,2,True,1,domestic_only
1,0,0.4787116541042875,2,True,1,domestic_only
2,0,0.5687701173362527,2,True,1,domestic_only
3,0,0.5476393961058786,2,True,1,domestic_only
4,0,0.45107446105546084,2,True,1,domestic_only
5,0,0.4,2,True,1,domestic_only
0,0,0.5538043713981202,2,True,1,customer_only
1,0,0.4787116541042875,2,True,1,customer_only
2,0,0.5687701173362527,2,True,1,customer_only
3,0,0.5476393961058786,2,True,1,customer_only
4,0,0.45107446105546084,2,True,1,customer_only
5,0,0.4,2,True,1,customer_only
0,0,0.5538043713981202,2,True,1,both
1,0,0.4787116541042875,2,True,1,both
2,0,0.5687701173362527,2,True,1,both
3,0,0.5476393961058786,2,True,1,both
4,0,0.45107446105546084,2,True,1,both
5,0,0.4,2,True,1,both
0,5,0.5743860093963191,3,False,6,domestic_only
1,2,0.4354005169559438,3,False,6,domestic_only
2,0,0.4934380984828595,3,False,6,domestic_only
3,4,0.4,3,False,6,domestic_only
4,1,0.5572186532783545,3,False,6,domestic_only
5,3,0.5395567218865231,3,False,6,domestic_only
0,5,0.5743860093963191,3,False,6,customer_only
1,2,0.4354005169559438,3,False,6,customer_only
2,0,0.4934380984828595,3,False,6,customer_only
3,4,0.4,3,False,6,customer_only
4,1,0.5572186532783545,3,False,6,customer_only
5,3,0.5395567218865231,3,False,6,customer_only
0,5,0.5743860093963191,3,False,6,both
1,2,0.4354005169559438,3,False,6,both
2,0,0.4934380984828595,3,False,6,both
3,4,0.4,3,False,6,both
4,1,0.5572186532783545,3,False,6,both
5,3,0.5395567218865231,3,False,6,both
0,2,0.5743860093963191,3,False,3,domestic_only
1,2,0.4354005169559438,3,False,3,domestic_only
2,0,0.4934380984828595,3,False,3,domestic_only
3,1,0.4,3,False,3,domestic_only
4,1,0.5572186532783545,3,False,3,domestic_only
5,0,0.5395567218865231,3,False,3,domestic_only
0,2,0.5743860093963191,3,False,3,customer_only
1,2,0.4354005169559438,3,False,3,customer_only
2,0,0.4934380984828595,3,False,3,customer_only
3,1,0.4,3,False,3,customer_only
4,1,0.5572186532783545,3,False,3,customer_only
5,0,0.5395567218865231,3,False,3,customer_only
0,2,0.5743860093963191,3,False,3,both
1,2,0.4354005169559438,3,False,3,both
2,0,0.4934380984828595,3,False,3,both
3,1,0.4,3,False,3,both
4,1,0.5572186532783545,3,False,3,both
5,0,0.5395567218865231,3,False,3,both
0,0,0.5743860093963191,3,False,1,domestic_only
1,0,0.4354005169559438,3,False,1,domestic_only
2,0,0.4934380984828595,3,False,1,domestic_only
3,0,0.4,3,False,1,domestic_only
4,0,0.5572186532783545,3,False,1,domestic_only
5,0,0.5395567218865231,3,False,1,domestic_only
0,0,0.5743860093963191,3,False,1,customer_only
1,0,0.4354005169559438,3,False,1,customer_only
2,0,0.4934380984828595,3,False,1,customer_only
3,0,0.4,3,False,1,customer_only
4,0,0.5572186532783545,3,False,1,customer_only
5,0,0.5395567218865231,3,False,1,customer_only
0,0,0.5743860093963191,3,False,1,both
1,0,0.4354005169559438,3,False,1,both
2,0,0.4934380984828595,3,False,1,both
3,0,0.4,3,False,1,both
4,0,0.5572186532783545,3,False,1,both
5,0,0.5395567218865231,3,False,1,both
0,5,0.5743860093963191,3,True,6,domestic_only
1,2,0.4354005169559438,3,True,6,domestic_only
2,0,0.4934380984828595,3,True,6,domestic_only
3,4,0.4,3,True,6,domestic_only
4,1,0.5572186532783545,3,True,6,domestic_only
5,3,0.5395567218865231,3,True,6,domestic_only
0,5,0.5743860093963191,3,True,6,customer_only
1,2,0.4354005169559438,3,True,6,customer_only
2,0,0.4934380984828595,3,True,6,customer_only
3,4,0.4,3,True,6,customer_only
4,1,0.5572186532783545,3,True,6,customer_only
5,3,0.5395567218865231,3,True,6,customer_only
0,5,0.5743860093963191,3,True,6,both
1,2,0.4354005169559438,3,True,6,both
2,0,0.4934380984828595,3,True,6,both
3,4,0.4,3,True,6,both
4,1,0.5572186532783545,3,True,6,both
5,3,0.5395567218865231,3,True,6,both
0,2,0.5743860093963191,3,True,3,domestic_only
1,2,0.4354005169559438,3,True,3,domestic_only
2,0,0.4934380984828595,3,True,3,domestic_only
3,1,0.4,3,True,3,domestic_only
4,1,0.5572186532783545,3,True,3,domestic_only
5,0,0.5395567218865231,3,True,3,domestic_only
0,2,0.5743860093963191,3,True,3,customer_only
1,2,0.4354005169559438,3,True,3,customer_only
2,0,0.4934380984828595,3,True,3,customer_only
3,1,0.4,3,True,3,customer_only
4,1,0.5572186532783545,3,True,3,customer_only
5,0,0.5395567218865231,3,True,3,customer_only
0,2,0.5743860093963191,3,True,3,both
1,2,0.4354005169559438,3,True,3,both
2,0,0.4934380984828595,3,True,3,both
3,1,0.4,3,True,3,both
4,1,0.5572186532783545,3,True,3,both
5,0,0.5395567218865231,3,True,3,both
0,0,0.5743860093963191,3,True,1,domestic_only
1,0,0.4354005169559438,3,True,1,domestic_only
2,0,0.4934380984828595,3,True,1,domestic_only
3,0,0.4,3,True,1,domestic_only
4,0,0.5572186532783545,3,True,1,domestic_only
5,0,0.5395567218865231,3,True,1,domestic_only
0,0,0.5743860093963191,3,True,1,customer_only
1,0,0.4354005169559438,3,True,1,customer_only
2,0,0.4934380984828595,3,True,1,customer_only
3,0,0.4,3,True,1,customer_only
4,0,0.5572186532783545,3,True,1,customer_only
5,0,0.5395567218865231,3,True,1,customer_only
0,0,0.5743860093963191,3,True,1,both
1,0,0.4354005169559438,3,True,1,both
2,0,0.4934380984828595,3,True,1,both
3,0,0.4,3,True,1,both
4,0,0.5572186532783545,3,True,1,both
5,0,0.5395567218865231,3,True,1,both
0,0,0.5308107884615616,4,False,6,domestic_only
1,4,0.5527661857581584,4,False,6,domestic_only
2,3,0.5628147513199769,4,False,6,domestic_only
3,5,0.4445458727821995,4,False,6,domestic_only
4,2,0.4,4,False,6,domestic_only
5,1,0.5090624016781037,4,False,6,domestic_only
0,0,0.5308107884615616,4,False,6,customer_only
1,4,0.5527661857581584,4,False,6,customer_only
2,3,0.5628147513199769,4,False,6,customer_only
3,5,0.4445458727821995,4,False,6,customer_only
4,2,0.4,4,False,6,customer_only
5,1,0.5090624016781037,4,False,6,customer_only
0,0,0.5308107884615616,4,False,6,both
1,4,0.5527661857581584,4,False,6,both
2,3,0.5628147513199769,4,False,6,both
3,5,0.4445458727821995,4,False,6,both
4,2,0.4,4,False,6,both
5,1,0.5090624016781037,4,False,6,both
0,0,0.5308107884615616,4,False,3,domestic_only
1,1,0.5527661857581584,4,False,3,domestic_only
2,0,0.5628147513199769,4,False,3,domestic_only
3,2,0.4445458727821995,4,False,3,domestic_only
4,2,0.4,4,False,3,domestic_only
5,1,0.5090624016781037,4,False,3,domestic_only
0,0,0.5308107884615616,4,False,3,customer_only
1,1,0.5527661857581584,4,False,3,customer_only
2,0,0.5628147513199769,4,False,3,customer_only
3,2,0.4445458727821995,4,False,3,customer_only
4,2,0.4,4,False,3,customer_only
5,1,0.5090624016781037,4,False,3,customer_only
0,0,0.5308107884615616,4,False,3,both
1,1,0.5527661857581584,4,False,3,both
2,0,0.5628147513199769,4,False,3,both
3,2,0.4445458727821995,4,False,3,both
4,2,0.4,4,False,3,both
5,1,0.5090624016781037,4,False,3,both
0,0,0.5308107884615616,4,False,1,domestic_only
1,0,0.5527661857581584,4,False,1,domestic_only
2,0,0.5628147513199769,4,False,1,domestic_only
3,0,0.4445458727821995,4,False,1,domestic_only
4,0,0.4,4,False,1,domestic_only
5,0,0.5090624016781037,4,False,1,domestic_only
0,0,0.5308107884615616,4,False,1,customer_only
1,0,0.5527661857581584,4,False,1,customer_only
2,0,0.5628147513199769,4,False,1,customer_only
3,0,0.4445458727821995,4,False,1,customer_only
4,0,0.4,4,False,1,customer_only
5,0,0.5090624016781037,4,False,1,customer_only
0,0,0.5308107884615616,4,False,1,both
1,0,0.5527661857581584,4,False,1,both
2,0,0.5628147513199769,4,False,1,both
3,0,0.4445458727821995,4,False,1,both
4,0,0.4,4,False,1,both
5,0,0.5090624016781037,4,False,1,both
0,0,0.5308107884615616,4,True,6,domestic_only
1,4,0.5527661857581584,4,True,6,domestic_only
2,3,0.5628147513199769,4,True,6,domestic_only
3,5,0.4445458727821995,4,True,6,domestic_only
4,2,0.4,4,True,6,domestic_only
5,1,0.5090624016781037,4,True,6,domestic_only
0,0,0.5308107884615616,4,True,6,customer_only
1,4,0.5527661857581584,4,True,6,customer_only
2,3,0.5628147513199769,4,True,6,customer_only
3,5,0.4445458727821995,4,True,6,customer_only
4,2,0.4,4,True,6,customer_only
5,1,0.5090624016781037,4,True,6,customer_only
0,0,0.5308107884615616,4,True,6,both
1,4,0.5527661857581584,4,True,6,both
2,3,0.5628147513199769,4,True,6,both
3,5,0.4445458727821995,4,True,6,both
4,2,0.4,4,True,6,both
5,1,0.5090624016781037,4,True,6,both
0,0,0.5308107884615616,4,True,3,domestic_only
1,1,0.5527661857581584,4,True,3,domestic_only
2,0,0.5628147513199769,4,True,3,domestic_only
3,2,0.4445458727821995,4,True,3,domestic_only
4,2,0.4,4,True,3,domestic_only
5,1,0.5090624016781037,4,True,3,domestic_only
0,0,0.5308107884615616,4,True,3,customer_only
1,1,0.5527661857581584,4,True,3,customer_only
2,0,0.5628147513199769,4,True,3,customer_only
3,2,0.4445458727821995,4,True,3,customer_only
4,2,0.4,4,True,3,customer_only
5,1,0.5090624016781037,4,True,3,customer_only
0,0,0.5308107884615616,4,True,3,both
1,1,0.5527661857581584,4,True,3,both
2,0,0.5628147513199769,4,True,3,both
3,2,0.4445458727821995,4,True,3,both
4,2,0.4,4,True,3,both
5,1,0.5090624016781037,4,True,3,both
0,0,0.5308107884615616,4,True,1,domestic_only
1,0,0.5527661857581584,4,True,1,domestic_only
2,0,0.5628147513199769,4,True,1,domestic_only
3,0,0.4445458727821995,4,True,1,domestic_only
4,0,0.4,4,True,1,domestic_only
5,0,0.5090624016781037,4,True,1,domestic_only
0,0,0.5308107884615616,4,True,1,customer_only
1,0,0.5527661857581584,4,True,1,customer_only
2,0,0.5628147513199769,4,True,1,customer_only
3,0,0.4445458727821995,4,True,1,customer_only
4,0,0.4,4,True,1,customer_only
5,0,0.5090624016781037,4,True,1,customer_only
0,0,0.5308107884615616,4,True,1,both
1,0,0.5527661857581584,4,True,1,both
2,0,0.5628147513199769,4,True,1,both
3,0,0.4445458727821995,4,True,1,both
4,0,0.4,4,True,1,both
5,0,0.5090624016781037,4,True,1,both
0,3,0.525767725669638,5,False,6,domestic_only
1,1,0.5562406634519823,5,False,6,domestic_only
2,2,0.5790911969660624,5,False,6,domestic_only
3,4,0.4851340351056348,5,False,6,domestic_only
4,0,0.4,5,False,6,domestic_only
5,5,0.4537663788066825,5,False,6,domestic_only
0,3,0.525767725669638,5,False,6,customer_only
1,1,0.5562406634519823,5,False,6,customer_only
2,2,0.5790911969660624,5,False,6,customer_only
3,4,0.4851340351056348,5,False,6,customer_only
4,0,0.4,5,False,6,customer_only
5,5,0.4537663788066825,5,False,6,customer_only
0,3,0.525767725669638,5,False,6,both
1,1,0.5562406634519823,5,False,6,both
2,2,0.5790911969660624,5,False,6,both
3,4,0.4851340351056348,5,False,6,both
4,0,0.4,5,False,6,both
5,5,0.4537663788066825,5,False,6,both
0,0,0.525767725669638,5,False,3,domestic_only
1,1,0.5562406634519823,5,False,3,domestic_only
2,2,0.5790911969660624,5,False,3,domestic_only
3,1,0.4851340351056348,5,False,3,domestic_only
4,0,0.4,5,False,3,domestic_only
5,2,0.4537663788066825,5,False,3,domestic_only
0,0,0.525767725669638,5,False,3,customer_only
1,1,0.5562406634519823,5,False,3,customer_only
2,2,0.5790911969660624,5,False,3,customer_only
3,1,0.4851340351056348,5,False,3,customer_only
4,0,0.4,5,False,3,customer_only
5,2,0.4537663788066825,5,False,3,customer_only
0,0,0.525767725669638,5,False,3,both
1,1,0.5562406634519823,5,False,3,both
2,2,0.5790911969660624,5,False,3,both
3,1,0.4851340351056348,5,False,3,both
4,0,0.4,5,False,3,both
5,2,0.4537663788066825,5,False,3,both
0,0,0.525767725669638,5,False,1,domestic_only
1,0,0.5562406634519823,5,False,1,domestic_only
2,0,0.5790911969660624,5,False,1,domestic_only
3,0,0.4851340351056348,5,False,1,domestic_only
4,0,0.4,5,False,1,domestic_only
5,0,0.4537663788066825,5,False,1,domestic_only
0,0,0.525767725669638,5,False,1,customer_only
1,0,0.5562406634519823,5,False,1,customer_only
2,0,0.5790911969660624,5,False,1,customer_only
3,0,0.4851340351056348,5,False,1,customer_only
4,0,0.4,5,False,1,customer_only
5,0,0.4537663788066825,5,False,1,customer_only
0,0,0.525767725669638,5,False,1,both
1,0,0.5562406634519823,5,False,1,both
2,0,0.5790911969660624,5,False,1,both
3,0,0.4851340351056348,5,False,1,both
4,0,0.4,5,False,1,both
5,0,0.4537663788066825,5,False,1,both
0,3,0.525767725669638,5,True,6,domestic_only
1,1,0.5562406634519823,5,True,6,domestic_only
2,2,0.5790911969660624,5,True,6,domestic_only
3,4,0.4851340351056348,5,True,6,domestic_only
4,0,0.4,5,True,6,domestic_only
5,5,0.4537663788066825,5,True,6,domestic_only
0,3,0.525767725669638,5,True,6,customer_only
1,1,0.5562406634519823,5,True,6,customer_only
2,2,0.5790911969660624,5,True,6,customer_only
3,4,0.4851340351056348,5,True,6,customer_only
4,0,0.4,5,True,6,customer_only
5,5,0.4537663788066825,5,True,6,customer_only
0,3,0.525767725669638,5,True,6,both
1,1,0.5562406634519823,5,True,6,both
2,2,0.5790911969660624,5,True,6,both
3,4,0.4851340351056348,5,True,6,both
4,0,0.4,5,True,6,both
5,5,0.4537663788066825,5,True,6,both
0,0,0.525767725669638,5,True,3,domestic_only
1,1,0.5562406634519823,5,True,3,domestic_only
2,2,0.5790911969660624,5,True,3,domestic_only
3,1,0.4851340351056348,5,True,3,domestic_only
4,0,0.4,5,True,3,domestic_only
5,2,0.4537663788066825,5,True,3,domestic_only
0,0,0.525767725669638,5,True,3,customer_only
1,1,0.5562406634519823,5,True,3,customer_only
